activity,case_id,resource,Activity_1,Resource_1,creator,variant,variant_index,end_time,start_time
Evaluacion curso,109454,22439,Evaluacion curso,22439,Fluxicon Disco,Variant 4,4,2016-04-12T17:01:35.000,2016-04-12T16:44:20.000
Validar solicitud / pre-homologacion,109454,22475,Validar solicitud / pre-homologacion,22475,Fluxicon Disco,Variant 4,4,2016-04-14T19:45:57.000,2016-04-14T19:45:57.000
Revisar curso,109502,22475,Revisar curso,22475,Fluxicon Disco,Variant 42,42,2016-04-12T15:13:10.000,2016-04-12T15:13:10.000
Homologacion por grupo de cursos,109502,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 42,42,2016-04-12T15:31:56.000,2016-04-12T15:13:10.000
Evaluacion curso,109502,22439,Evaluacion curso,22439,Fluxicon Disco,Variant 42,42,2016-04-12T15:32:16.000,2016-04-12T15:13:30.000
Traer informacion estudiante - banner,109502,6159,Traer informacion estudiante - banner,6159,Fluxicon Disco,Variant 42,42,2016-04-12T17:02:52.000,2016-04-12T17:02:52.000
Radicar Solicitud Homologacion,109502,6159,Radicar Solicitud Homologacion,6159,Fluxicon Disco,Variant 42,42,2016-04-12T17:03:02.000,2016-04-12T17:02:56.000
Validar solicitud,109502,22475,Validar solicitud,22475,Fluxicon Disco,Variant 42,42,2016-04-12T17:09:44.000,2016-04-12T17:09:44.000
Validar solicitud / pre-homologacion,109502,22475,Validar solicitud / pre-homologacion,22475,Fluxicon Disco,Variant 42,42,2016-04-14T19:44:23.000,2016-04-14T19:44:23.000
Revisar curso,109503,22475,Revisar curso,22475,Fluxicon Disco,Variant 42,42,2016-04-12T15:23:13.000,2016-04-12T15:23:13.000
Homologacion por grupo de cursos,109503,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 42,42,2016-04-12T15:41:49.000,2016-04-12T15:23:13.000
Evaluacion curso,109503,22439,Evaluacion curso,22439,Fluxicon Disco,Variant 42,42,2016-04-12T15:42:32.000,2016-04-12T15:23:56.000
Traer informacion estudiante - banner,109503,6204,Traer informacion estudiante - banner,6204,Fluxicon Disco,Variant 42,42,2016-04-12T17:10:42.000,2016-04-12T17:10:42.000
Radicar Solicitud Homologacion,109503,6204,Radicar Solicitud Homologacion,6204,Fluxicon Disco,Variant 42,42,2016-04-12T17:10:46.000,2016-04-12T17:10:43.000
Validar solicitud,109503,22475,Validar solicitud,22475,Fluxicon Disco,Variant 42,42,2016-04-12T17:14:37.000,2016-04-12T17:14:37.000
Validar solicitud / pre-homologacion,109503,22475,Validar solicitud / pre-homologacion,22475,Fluxicon Disco,Variant 42,42,2016-04-14T19:46:42.000,2016-04-14T19:46:42.000
Traer informacion estudiante - banner,109505,3796,Traer informacion estudiante - banner,3796,Fluxicon Disco,Variant 2,2,2016-04-12T18:14:06.000,2016-04-12T18:14:06.000
Radicar Solicitud Homologacion,109505,3796,Radicar Solicitud Homologacion,3796,Fluxicon Disco,Variant 2,2,2016-04-12T18:14:09.000,2016-04-12T18:14:09.000
Validar solicitud,109505,18929,Validar solicitud,18929,Fluxicon Disco,Variant 2,2,2016-04-12T20:11:02.000,2016-04-12T18:27:02.000
Homologacion por grupo de cursos,109505,957,Homologacion por grupo de cursos,957,Fluxicon Disco,Variant 2,2,2016-04-29T21:50:38.000,2016-04-29T18:49:15.000
Traer informacion estudiante - banner,109552,7682,Traer informacion estudiante - banner,7682,Fluxicon Disco,Variant 20,20,2016-04-12T18:55:53.000,2016-04-12T18:55:53.000
Radicar Solicitud Homologacion,109552,7682,Radicar Solicitud Homologacion,7682,Fluxicon Disco,Variant 20,20,2016-04-12T18:59:08.000,2016-04-12T18:55:56.000
Validar solicitud,109552,22404,Validar solicitud,22404,Fluxicon Disco,Variant 20,20,2016-04-12T23:13:46.000,2016-04-12T23:12:59.000
Homologacion por grupo de cursos,109552,4560,Homologacion por grupo de cursos,4560,Fluxicon Disco,Variant 20,20,2016-04-13T14:42:53.000,2016-04-13T13:30:37.000
Revisar curso,109552,241,Revisar curso,241,Fluxicon Disco,Variant 20,20,2016-04-13T14:18:07.000,2016-04-13T13:30:38.000
Evaluacion curso,109552,241,Evaluacion curso,241,Fluxicon Disco,Variant 20,20,2016-04-20T23:36:18.000,2016-04-20T23:29:57.000
Validacion final,109552,22404,Validacion final,22404,Fluxicon Disco,Variant 20,20,2016-04-21T21:53:27.000,2016-04-21T21:51:19.000
Visto Bueno Cierre Proceso,109552,4560,Visto Bueno Cierre Proceso,4560,Fluxicon Disco,Variant 20,20,2016-04-22T11:52:25.000,2016-04-22T11:36:09.000
Transferir Creditos,109552,4560,Transferir Creditos,4560,Fluxicon Disco,Variant 20,20,2016-04-26T14:16:41.000,2016-04-26T14:16:41.000
Transferir creditos homologables,109552,4560,Transferir creditos homologables,4560,Fluxicon Disco,Variant 20,20,2016-04-26T14:16:41.000,2016-04-26T14:16:41.000
Transferir creditos homologables,109552,4560,Transferir creditos homologables,4560,Fluxicon Disco,Variant 20,20,2016-04-26T14:16:42.000,2016-04-26T14:16:42.000
Traer informacion estudiante - banner,109555,7775,Traer informacion estudiante - banner,7775,Fluxicon Disco,Variant 11,11,2016-04-12T20:29:58.000,2016-04-12T20:29:58.000
Radicar Solicitud Homologacion,109555,7775,Radicar Solicitud Homologacion,7775,Fluxicon Disco,Variant 11,11,2016-04-12T20:30:05.000,2016-04-12T20:30:00.000
Validar solicitud,109555,7080,Validar solicitud,7080,Fluxicon Disco,Variant 11,11,2016-04-12T21:49:55.000,2016-04-12T20:35:52.000
Homologacion por grupo de cursos,109555,6889,Homologacion por grupo de cursos,6889,Fluxicon Disco,Variant 11,11,2016-04-26T00:26:34.000,2016-04-25T22:39:33.000
Revisar curso,109555,7080,Revisar curso,7080,Fluxicon Disco,Variant 11,11,2016-04-25T22:39:36.000,2016-04-25T22:39:33.000
Evaluacion curso,109555,22485,Evaluacion curso,22485,Fluxicon Disco,Variant 11,11,2016-04-25T23:35:36.000,2016-04-25T22:42:47.000
Validacion final,109555,7080,Validacion final,7080,Fluxicon Disco,Variant 11,11,2016-05-04T17:32:12.000,2016-05-04T17:32:09.000
Visto Bueno Cierre Proceso,109555,6889,Visto Bueno Cierre Proceso,6889,Fluxicon Disco,Variant 11,11,2016-05-04T18:29:15.000,2016-05-04T17:35:09.000
Transferir Creditos,109555,6889,Transferir Creditos,6889,Fluxicon Disco,Variant 11,11,2016-05-16T15:41:25.000,2016-05-16T15:41:25.000
Transferir creditos homologables,109555,6889,Transferir creditos homologables,6889,Fluxicon Disco,Variant 11,11,2016-05-16T15:41:26.000,2016-05-16T15:41:26.000
Traer informacion estudiante - banner,109556,12196,Traer informacion estudiante - banner,12196,Fluxicon Disco,Variant 1,1,2016-04-12T21:10:09.000,2016-04-12T21:10:09.000
Radicar Solicitud Homologacion,109556,12196,Radicar Solicitud Homologacion,12196,Fluxicon Disco,Variant 1,1,2016-04-12T21:12:37.000,2016-04-12T21:10:12.000
Cancelar Solicitud,109556,12196,Cancelar Solicitud,12196,Fluxicon Disco,Variant 1,1,2016-04-12T23:36:27.000,2016-04-12T23:36:04.000
Notificacion estudiante cancelacion soli,109556,12196,Notificacion estudiante cancelacion soli,12196,Fluxicon Disco,Variant 1,1,2016-04-13T00:18:11.000,2016-04-13T00:18:11.000
Traer informacion estudiante - banner,109602,15345,Traer informacion estudiante - banner,15345,Fluxicon Disco,Variant 2,2,2016-04-13T01:25:21.000,2016-04-13T01:25:21.000
Radicar Solicitud Homologacion,109602,15345,Radicar Solicitud Homologacion,15345,Fluxicon Disco,Variant 2,2,2016-04-13T01:25:22.000,2016-04-13T01:25:22.000
Validar solicitud,109602,18929,Validar solicitud,18929,Fluxicon Disco,Variant 2,2,2016-04-13T03:42:53.000,2016-04-13T01:40:05.000
Homologacion por grupo de cursos,109602,18929,Homologacion por grupo de cursos,18929,Fluxicon Disco,Variant 2,2,2016-05-04T19:28:56.000,2016-05-04T16:48:51.000
Traer informacion estudiante - banner,109603,3057,Traer informacion estudiante - banner,3057,Fluxicon Disco,Variant 36,36,2016-04-13T01:57:28.000,2016-04-13T01:57:28.000
Radicar Solicitud Homologacion,109603,3057,Radicar Solicitud Homologacion,3057,Fluxicon Disco,Variant 36,36,2016-04-13T01:57:29.000,2016-04-13T01:57:29.000
Validar solicitud,109603,19019,Validar solicitud,19019,Fluxicon Disco,Variant 36,36,2016-04-13T02:10:35.000,2016-04-13T02:09:47.000
Homologacion por grupo de cursos,109603,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 36,36,2016-04-13T14:48:41.000,2016-04-13T14:48:39.000
Validacion final,109603,19019,Validacion final,19019,Fluxicon Disco,Variant 36,36,2016-04-13T14:48:41.000,2016-04-13T14:48:40.000
Visto Bueno Cierre Proceso,109603,1007,Visto Bueno Cierre Proceso,1007,Fluxicon Disco,Variant 36,36,2016-04-13T14:49:51.000,2016-04-13T14:49:51.000
Transferir Creditos,109603,1007,Transferir Creditos,1007,Fluxicon Disco,Variant 36,36,2016-04-13T14:50:44.000,2016-04-13T14:50:44.000
Transferir creditos homologables,109603,1007,Transferir creditos homologables,1007,Fluxicon Disco,Variant 36,36,2016-04-13T14:50:45.000,2016-04-13T14:50:45.000
Homologacion por grupo de cursos,109753,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 85,85,2016-04-13T15:12:33.000,2016-04-13T14:34:52.000
Validacion final,109753,19019,Validacion final,19019,Fluxicon Disco,Variant 85,85,2016-04-13T14:34:53.000,2016-04-13T14:34:53.000
Visto Bueno Cierre Proceso,109753,1007,Visto Bueno Cierre Proceso,1007,Fluxicon Disco,Variant 85,85,2016-04-13T15:12:46.000,2016-04-13T14:35:05.000
Traer informacion estudiante - banner,109753,3926,Traer informacion estudiante - banner,3926,Fluxicon Disco,Variant 85,85,2016-04-13T16:10:11.000,2016-04-13T16:10:11.000
Radicar Solicitud Homologacion,109753,3926,Radicar Solicitud Homologacion,3926,Fluxicon Disco,Variant 85,85,2016-04-13T16:10:30.000,2016-04-13T16:10:12.000
Validar solicitud,109753,19019,Validar solicitud,19019,Fluxicon Disco,Variant 85,85,2016-04-13T16:28:43.000,2016-04-13T16:28:43.000
Transferir Creditos,109753,1007,Transferir Creditos,1007,Fluxicon Disco,Variant 85,85,2016-04-19T22:16:45.000,2016-04-19T22:16:45.000
Transferir creditos homologables,109753,1007,Transferir creditos homologables,1007,Fluxicon Disco,Variant 85,85,2016-04-19T22:16:45.000,2016-04-19T22:16:45.000
Traer informacion estudiante - banner,109754,2981,Traer informacion estudiante - banner,2981,Fluxicon Disco,Variant 1,1,2016-04-13T16:38:02.000,2016-04-13T16:38:02.000
Radicar Solicitud Homologacion,109754,2981,Radicar Solicitud Homologacion,2981,Fluxicon Disco,Variant 1,1,2016-04-13T16:38:31.000,2016-04-13T16:38:03.000
Cancelar Solicitud,109754,2981,Cancelar Solicitud,2981,Fluxicon Disco,Variant 1,1,2016-04-13T17:06:23.000,2016-04-13T17:06:15.000
Notificacion estudiante cancelacion soli,109754,2981,Notificacion estudiante cancelacion soli,2981,Fluxicon Disco,Variant 1,1,2016-04-13T17:14:28.000,2016-04-13T17:14:28.000
Traer informacion estudiante - banner,109755,6872,Traer informacion estudiante - banner,6872,Fluxicon Disco,Variant 3,3,2016-04-13T16:49:11.000,2016-04-13T16:49:11.000
Radicar Solicitud Homologacion,109755,6872,Radicar Solicitud Homologacion,6872,Fluxicon Disco,Variant 3,3,2016-04-13T17:27:33.000,2016-04-13T16:49:14.000
Validar solicitud,109755,1707,Validar solicitud,1707,Fluxicon Disco,Variant 3,3,2016-04-20T15:43:35.000,2016-04-20T15:09:11.000
Traer informacion estudiante - banner,125569,9379,Traer informacion estudiante - banner,9379,Fluxicon Disco,Variant 7,7,2016-06-13T19:19:53.000,2016-06-13T19:19:53.000
Radicar Solicitud Homologacion,125569,9379,Radicar Solicitud Homologacion,9379,Fluxicon Disco,Variant 7,7,2016-06-13T19:19:55.000,2016-06-13T19:19:55.000
Cancelar Solicitud,125569,9379,Cancelar Solicitud,9379,Fluxicon Disco,Variant 7,7,2016-06-13T19:21:43.000,2016-06-13T19:21:43.000
Validar solicitud,125569,920,Validar solicitud,920,Fluxicon Disco,Variant 7,7,2016-06-13T19:21:43.000,2016-06-13T19:21:43.000
Notificacion estudiante cancelacion soli,125569,9379,Notificacion estudiante cancelacion soli,9379,Fluxicon Disco,Variant 7,7,2016-06-13T19:46:51.000,2016-06-13T19:46:51.000
Traer informacion estudiante - banner,125651,11548,Traer informacion estudiante - banner,11548,Fluxicon Disco,Variant 5,5,2016-06-14T07:11:19.000,2016-06-14T07:11:19.000
Radicar Solicitud Homologacion,125651,11548,Radicar Solicitud Homologacion,11548,Fluxicon Disco,Variant 5,5,2016-06-14T07:11:23.000,2016-06-14T07:11:23.000
Notificacion estudiante cancelacion soli,125651,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-06-22T22:24:13.000,2016-06-22T22:24:13.000
Traer informacion estudiante - banner,125703,19692,Traer informacion estudiante - banner,19692,Fluxicon Disco,Variant 1,1,2016-06-14T15:12:11.000,2016-06-14T15:12:11.000
Radicar Solicitud Homologacion,125703,19692,Radicar Solicitud Homologacion,19692,Fluxicon Disco,Variant 1,1,2016-06-14T15:43:00.000,2016-06-14T15:12:13.000
Cancelar Solicitud,125703,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-20T13:35:52.000,2016-06-20T13:35:38.000
Notificacion estudiante cancelacion soli,125703,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-20T14:14:10.000,2016-06-20T14:14:10.000
Traer informacion estudiante - banner,125706,7824,Traer informacion estudiante - banner,7824,Fluxicon Disco,Variant 2,2,2016-06-14T17:14:40.000,2016-06-14T17:14:40.000
Radicar Solicitud Homologacion,125706,7824,Radicar Solicitud Homologacion,7824,Fluxicon Disco,Variant 2,2,2016-06-14T17:15:05.000,2016-06-14T17:14:43.000
Validar solicitud,125706,241,Validar solicitud,241,Fluxicon Disco,Variant 2,2,2016-06-14T18:17:58.000,2016-06-14T17:37:31.000
Homologacion por grupo de cursos,125706,241,Homologacion por grupo de cursos,241,Fluxicon Disco,Variant 2,2,2016-06-21T20:23:04.000,2016-06-21T20:04:41.000
Traer informacion estudiante - banner,125714,28881,Traer informacion estudiante - banner,28881,Fluxicon Disco,Variant 2,2,2016-06-14T20:08:39.000,2016-06-14T20:08:39.000
Radicar Solicitud Homologacion,125714,28881,Radicar Solicitud Homologacion,28881,Fluxicon Disco,Variant 2,2,2016-06-14T20:08:56.000,2016-06-14T20:08:40.000
Validar solicitud,125714,6400,Validar solicitud,6400,Fluxicon Disco,Variant 2,2,2016-06-14T20:25:58.000,2016-06-14T20:25:35.000
Homologacion por grupo de cursos,125714,6520,Homologacion por grupo de cursos,6520,Fluxicon Disco,Variant 2,2,2016-06-14T21:04:13.000,2016-06-14T20:49:03.000
Traer informacion estudiante - banner,125717,11150,Traer informacion estudiante - banner,11150,Fluxicon Disco,Variant 1,1,2016-06-14T21:07:08.000,2016-06-14T21:07:08.000
Radicar Solicitud Homologacion,125717,11150,Radicar Solicitud Homologacion,11150,Fluxicon Disco,Variant 1,1,2016-06-14T21:09:16.000,2016-06-14T21:07:09.000
Cancelar Solicitud,125717,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-14T23:24:33.000,2016-06-14T23:14:11.000
Notificacion estudiante cancelacion soli,125717,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:36:34.000,2016-06-16T15:36:34.000
Traer informacion estudiante - banner,125718,28881,Traer informacion estudiante - banner,28881,Fluxicon Disco,Variant 2,2,2016-06-14T21:08:41.000,2016-06-14T21:08:41.000
Radicar Solicitud Homologacion,125718,28881,Radicar Solicitud Homologacion,28881,Fluxicon Disco,Variant 2,2,2016-06-14T21:08:47.000,2016-06-14T21:08:42.000
Validar solicitud,125718,6400,Validar solicitud,6400,Fluxicon Disco,Variant 2,2,2016-06-14T21:21:17.000,2016-06-14T21:14:36.000
Homologacion por grupo de cursos,125718,6520,Homologacion por grupo de cursos,6520,Fluxicon Disco,Variant 2,2,2016-06-15T19:15:51.000,2016-06-15T17:55:47.000
Traer informacion estudiante - banner,125722,9332,Traer informacion estudiante - banner,9332,Fluxicon Disco,Variant 1,1,2016-06-15T00:38:00.000,2016-06-15T00:38:00.000
Radicar Solicitud Homologacion,125722,9332,Radicar Solicitud Homologacion,9332,Fluxicon Disco,Variant 1,1,2016-06-15T01:02:01.000,2016-06-15T00:38:01.000
Cancelar Solicitud,125722,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-06-19T22:42:01.000,2016-06-19T22:29:37.000
Notificacion estudiante cancelacion soli,125722,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-06-21T20:24:29.000,2016-06-21T20:24:29.000
Traer informacion estudiante - banner,125801,8882,Traer informacion estudiante - banner,8882,Fluxicon Disco,Variant 1,1,2016-06-15T11:42:19.000,2016-06-15T11:42:19.000
Radicar Solicitud Homologacion,125801,8882,Radicar Solicitud Homologacion,8882,Fluxicon Disco,Variant 1,1,2016-06-15T11:42:25.000,2016-06-15T11:42:25.000
Cancelar Solicitud,125801,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-15T12:04:47.000,2016-06-15T11:55:09.000
Notificacion estudiante cancelacion soli,125801,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:38:04.000,2016-06-16T15:38:04.000
Traer informacion estudiante - banner,125802,8882,Traer informacion estudiante - banner,8882,Fluxicon Disco,Variant 1,1,2016-06-15T11:55:46.000,2016-06-15T11:55:46.000
Radicar Solicitud Homologacion,125802,8882,Radicar Solicitud Homologacion,8882,Fluxicon Disco,Variant 1,1,2016-06-15T11:55:48.000,2016-06-15T11:55:48.000
Cancelar Solicitud,125802,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-15T12:09:33.000,2016-06-15T11:59:54.000
Notificacion estudiante cancelacion soli,125802,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:39:00.000,2016-06-16T15:39:00.000
Traer informacion estudiante - banner,125803,8882,Traer informacion estudiante - banner,8882,Fluxicon Disco,Variant 1,1,2016-06-15T12:14:04.000,2016-06-15T12:14:04.000
Radicar Solicitud Homologacion,125803,8882,Radicar Solicitud Homologacion,8882,Fluxicon Disco,Variant 1,1,2016-06-15T12:14:07.000,2016-06-15T12:14:07.000
Cancelar Solicitud,125803,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-15T12:27:52.000,2016-06-15T12:18:13.000
Notificacion estudiante cancelacion soli,125803,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:39:24.000,2016-06-16T15:39:24.000
Traer informacion estudiante - banner,125809,2740,Traer informacion estudiante - banner,2740,Fluxicon Disco,Variant 1,1,2016-06-15T14:26:39.000,2016-06-15T14:26:39.000
Radicar Solicitud Homologacion,125809,2740,Radicar Solicitud Homologacion,2740,Fluxicon Disco,Variant 1,1,2016-06-15T14:27:18.000,2016-06-15T14:26:40.000
Cancelar Solicitud,125809,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-06-15T15:05:53.000,2016-06-15T15:05:14.000
Notificacion estudiante cancelacion soli,125809,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-06-15T15:44:38.000,2016-06-15T15:44:38.000
Traer informacion estudiante - banner,125811,2740,Traer informacion estudiante - banner,2740,Fluxicon Disco,Variant 2,2,2016-06-15T15:53:31.000,2016-06-15T15:53:31.000
Radicar Solicitud Homologacion,125811,2740,Radicar Solicitud Homologacion,2740,Fluxicon Disco,Variant 2,2,2016-06-15T15:53:50.000,2016-06-15T15:53:32.000
Validar solicitud,125811,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-06-15T16:19:08.000,2016-06-15T16:12:18.000
Homologacion por grupo de cursos,125811,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 2,2,2016-06-16T15:44:25.000,2016-06-16T15:02:47.000
Traer informacion estudiante - banner,125812,9451,Traer informacion estudiante - banner,9451,Fluxicon Disco,Variant 1,1,2016-06-15T16:20:42.000,2016-06-15T16:20:42.000
Radicar Solicitud Homologacion,125812,9451,Radicar Solicitud Homologacion,9451,Fluxicon Disco,Variant 1,1,2016-06-15T16:20:58.000,2016-06-15T16:20:43.000
Cancelar Solicitud,125812,186,Cancelar Solicitud,186,Fluxicon Disco,Variant 1,1,2016-06-15T17:01:55.000,2016-06-15T16:36:32.000
Notificacion estudiante cancelacion soli,125812,186,Notificacion estudiante cancelacion soli,186,Fluxicon Disco,Variant 1,1,2016-06-20T19:59:16.000,2016-06-20T19:59:16.000
Traer informacion estudiante - banner,125953,9509,Traer informacion estudiante - banner,9509,Fluxicon Disco,Variant 1,1,2016-06-16T14:54:37.000,2016-06-16T14:54:37.000
Radicar Solicitud Homologacion,125953,9509,Radicar Solicitud Homologacion,9509,Fluxicon Disco,Variant 1,1,2016-06-16T14:54:46.000,2016-06-16T14:54:38.000
Cancelar Solicitud,125953,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:03:34.000,2016-06-16T15:02:53.000
Notificacion estudiante cancelacion soli,125953,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:44:49.000,2016-06-16T15:44:49.000
Traer informacion estudiante - banner,125957,9509,Traer informacion estudiante - banner,9509,Fluxicon Disco,Variant 1,1,2016-06-16T15:10:47.000,2016-06-16T15:10:47.000
Radicar Solicitud Homologacion,125957,9509,Radicar Solicitud Homologacion,9509,Fluxicon Disco,Variant 1,1,2016-06-16T15:10:53.000,2016-06-16T15:10:48.000
Cancelar Solicitud,125957,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:17:09.000,2016-06-16T15:16:40.000
Notificacion estudiante cancelacion soli,125957,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:46:17.000,2016-06-16T15:46:17.000
Traer informacion estudiante - banner,125958,9509,Traer informacion estudiante - banner,9509,Fluxicon Disco,Variant 1,1,2016-06-16T15:18:37.000,2016-06-16T15:18:37.000
Radicar Solicitud Homologacion,125958,9509,Radicar Solicitud Homologacion,9509,Fluxicon Disco,Variant 1,1,2016-06-16T15:18:48.000,2016-06-16T15:18:40.000
Cancelar Solicitud,125958,29277,Cancelar Solicitud,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:27:06.000,2016-06-16T15:26:47.000
Notificacion estudiante cancelacion soli,125958,29277,Notificacion estudiante cancelacion soli,29277,Fluxicon Disco,Variant 1,1,2016-06-16T15:46:33.000,2016-06-16T15:46:33.000
Traer informacion estudiante - banner,125959,11653,Traer informacion estudiante - banner,11653,Fluxicon Disco,Variant 2,2,2016-06-16T15:42:06.000,2016-06-16T15:42:06.000
Radicar Solicitud Homologacion,125959,11653,Radicar Solicitud Homologacion,11653,Fluxicon Disco,Variant 2,2,2016-06-16T15:42:17.000,2016-06-16T15:42:09.000
Validar solicitud,125959,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-06-16T15:52:45.000,2016-06-16T15:50:36.000
Homologacion por grupo de cursos,125959,22404,Homologacion por grupo de cursos,22404,Fluxicon Disco,Variant 2,2,2016-06-16T19:24:57.000,2016-06-16T18:31:01.000
Traer informacion estudiante - banner,125962,29579,Traer informacion estudiante - banner,29579,Fluxicon Disco,Variant 1,1,2016-06-16T17:22:44.000,2016-06-16T17:22:44.000
Radicar Solicitud Homologacion,125962,29579,Radicar Solicitud Homologacion,29579,Fluxicon Disco,Variant 1,1,2016-06-16T17:35:22.000,2016-06-16T17:22:45.000
Cancelar Solicitud,125962,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 1,1,2016-06-20T13:04:35.000,2016-06-20T13:04:32.000
Notificacion estudiante cancelacion soli,125962,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 1,1,2016-06-20T14:03:14.000,2016-06-20T14:03:14.000
Validar solicitud,126151,6400,Validar solicitud,6400,Fluxicon Disco,Variant 94,94,2016-06-19T15:33:46.000,2016-06-19T15:33:46.000
Cancelar Solicitud,126151,6400,Cancelar Solicitud,6400,Fluxicon Disco,Variant 94,94,2016-06-19T15:35:42.000,2016-06-19T15:33:47.000
Traer informacion estudiante - banner,126151,8525,Traer informacion estudiante - banner,8525,Fluxicon Disco,Variant 94,94,2016-06-19T16:57:56.000,2016-06-19T16:57:56.000
Radicar Solicitud Homologacion,126151,8525,Radicar Solicitud Homologacion,8525,Fluxicon Disco,Variant 94,94,2016-06-19T16:58:05.000,2016-06-19T16:58:05.000
Notificacion estudiante cancelacion soli,126151,6400,Notificacion estudiante cancelacion soli,6400,Fluxicon Disco,Variant 94,94,2016-06-20T15:55:19.000,2016-06-20T15:55:19.000
Traer informacion estudiante - banner,126201,8525,Traer informacion estudiante - banner,8525,Fluxicon Disco,Variant 1,1,2016-06-19T15:42:14.000,2016-06-19T15:42:14.000
Radicar Solicitud Homologacion,126201,8525,Radicar Solicitud Homologacion,8525,Fluxicon Disco,Variant 1,1,2016-06-19T16:22:19.000,2016-06-19T15:42:19.000
Cancelar Solicitud,126201,8525,Cancelar Solicitud,8525,Fluxicon Disco,Variant 1,1,2016-06-26T22:53:00.000,2016-06-26T22:53:00.000
Notificacion estudiante cancelacion soli,126201,8525,Notificacion estudiante cancelacion soli,8525,Fluxicon Disco,Variant 1,1,2016-06-26T23:01:44.000,2016-06-26T23:01:44.000
Traer informacion estudiante - banner,126451,14440,Traer informacion estudiante - banner,14440,Fluxicon Disco,Variant 1,1,2016-06-20T13:27:50.000,2016-06-20T13:27:50.000
Radicar Solicitud Homologacion,126451,14440,Radicar Solicitud Homologacion,14440,Fluxicon Disco,Variant 1,1,2016-06-20T13:31:26.000,2016-06-20T13:27:53.000
Cancelar Solicitud,126451,18929,Cancelar Solicitud,18929,Fluxicon Disco,Variant 1,1,2016-06-20T17:49:27.000,2016-06-20T17:33:05.000
Notificacion estudiante cancelacion soli,126451,18929,Notificacion estudiante cancelacion soli,18929,Fluxicon Disco,Variant 1,1,2016-06-22T17:55:56.000,2016-06-22T17:55:56.000
Traer informacion estudiante - banner,126457,29577,Traer informacion estudiante - banner,29577,Fluxicon Disco,Variant 1,1,2016-06-20T18:50:49.000,2016-06-20T18:50:49.000
Radicar Solicitud Homologacion,126457,29577,Radicar Solicitud Homologacion,29577,Fluxicon Disco,Variant 1,1,2016-06-20T19:18:02.000,2016-06-20T18:50:52.000
Cancelar Solicitud,126457,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 1,1,2016-06-23T23:11:05.000,2016-06-23T23:10:18.000
Notificacion estudiante cancelacion soli,126457,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 1,1,2016-06-23T23:58:15.000,2016-06-23T23:58:15.000
Traer informacion estudiante - banner,126460,6625,Traer informacion estudiante - banner,6625,Fluxicon Disco,Variant 2,2,2016-06-20T21:58:57.000,2016-06-20T21:58:57.000
Radicar Solicitud Homologacion,126460,6625,Radicar Solicitud Homologacion,6625,Fluxicon Disco,Variant 2,2,2016-06-20T21:59:11.000,2016-06-20T21:59:00.000
Validar solicitud,126460,29277,Validar solicitud,29277,Fluxicon Disco,Variant 2,2,2016-06-20T22:12:05.000,2016-06-20T22:10:16.000
