activity,case_id,resource,end_time,start_time,enabled_time
Notificacion estudiante cancelacion soli,201,22475,2016-05-20T16:55:18.000,2016-05-20T16:55:18.000,2016-05-20T16:54:33.000+00:00
Cancelar Solicitud,201,22475,2016-05-20T17:00:25.000,2016-05-20T17:00:25.000,2016-05-20T16:55:18.000+00:00
Notificacion estudiante cancelacion soli,202,22475,2016-05-20T16:55:33.000,2016-05-20T16:55:33.000,2016-05-20T16:55:33.000+00:00
Traer informacion estudiante - banner,202,7599,2016-05-20T17:10:08.000,2016-05-20T17:10:08.000,2016-05-20T16:55:33.000+00:00
Radicar Solicitud Homologacion,202,7599,2016-05-20T17:10:09.000,2016-05-20T17:10:09.000,2016-05-20T17:10:08.000+00:00
Cancelar Solicitud,202,22475,2016-05-20T17:24:19.000,2016-05-20T17:24:19.000,2016-05-20T17:10:09.000+00:00
Notificacion estudiante cancelacion soli,203,22475,2016-05-20T16:55:56.000,2016-05-20T16:55:56.000,2016-05-20T16:55:56.000+00:00
Traer informacion estudiante - banner,203,7599,2016-05-20T17:25:22.000,2016-05-20T17:25:22.000,2016-05-20T16:55:56.000+00:00
Radicar Solicitud Homologacion,203,7599,2016-05-20T17:25:23.000,2016-05-20T17:25:23.000,2016-05-20T17:25:22.000+00:00
Cancelar Solicitud,203,22475,2016-05-20T17:38:20.000,2016-05-20T17:38:20.000,2016-05-20T17:25:23.000+00:00
Cancelar Solicitud,204,22475,2016-05-20T16:13:36.000,2016-05-20T16:12:53.000,2016-05-20T16:12:53.000+00:00
Notificacion estudiante cancelacion soli,204,22475,2016-05-20T16:56:08.000,2016-05-20T16:56:08.000,2016-05-20T16:13:36.000+00:00
Traer informacion estudiante - banner,204,7599,2016-05-20T17:44:11.000,2016-05-20T17:44:11.000,2016-05-20T16:56:08.000+00:00
Radicar Solicitud Homologacion,204,7599,2016-05-20T17:44:12.000,2016-05-20T17:44:12.000,2016-05-20T17:44:11.000+00:00
Traer informacion estudiante - banner,205,6572,2016-05-20T19:19:54.000,2016-05-20T19:19:54.000,2016-05-20T19:19:54.000+00:00
Radicar Solicitud Homologacion,205,6572,2016-05-20T19:20:00.000,2016-05-20T19:19:55.000,2016-05-20T19:19:54.000+00:00
Cancelar Solicitud,205,6572,2016-05-20T20:40:58.000,2016-05-20T19:25:24.000,2016-05-20T19:20:00.000+00:00
Validar solicitud,205,677,2016-05-20T19:40:58.000,2016-05-20T19:25:24.000,2016-05-20T19:20:00.000+00:00
Notificacion estudiante cancelacion soli,205,6572,2016-06-06T19:04:41.000,2016-06-06T19:04:41.000,2016-05-20T20:40:58.000+00:00
Traer informacion estudiante - banner,206,11571,2016-05-20T20:47:49.000,2016-05-20T20:47:49.000,2016-05-20T20:47:49.000+00:00
Radicar Solicitud Homologacion,206,11571,2016-05-20T20:47:54.000,2016-05-20T20:47:51.000,2016-05-20T20:47:49.000+00:00
Cancelar Solicitud,206,22404,2016-05-20T20:54:24.000,2016-05-20T20:51:05.000,2016-05-20T20:47:54.000+00:00
Notificacion estudiante cancelacion soli,206,22404,2016-05-23T14:11:04.000,2016-05-23T14:11:04.000,2016-05-20T20:54:24.000+00:00
Traer informacion estudiante - banner,207,15547,2016-05-21T21:49:29.000,2016-05-21T21:49:29.000,2016-05-21T21:49:29.000+00:00
Radicar Solicitud Homologacion,207,15547,2016-05-21T21:49:33.000,2016-05-21T21:49:33.000,2016-05-21T21:49:29.000+00:00
Notificacion estudiante cancelacion soli,207,1,2016-06-01T21:24:22.000,2016-06-01T21:24:22.000,2016-05-21T21:49:33.000+00:00
Traer informacion estudiante - banner,208,17872,2016-05-21T19:53:51.000,2016-05-21T19:53:51.000,2016-05-21T19:53:51.000+00:00
Radicar Solicitud Homologacion,208,17872,2016-05-21T19:53:55.000,2016-05-21T19:53:55.000,2016-05-21T19:53:51.000+00:00
Cancelar Solicitud,208,22404,2016-05-21T20:41:21.000,2016-05-21T20:26:45.000,2016-05-21T19:53:55.000+00:00
Notificacion estudiante cancelacion soli,208,22404,2016-05-24T21:36:33.000,2016-05-24T21:36:33.000,2016-05-21T20:41:21.000+00:00
Traer informacion estudiante - banner,209,8203,2016-05-21T23:35:55.000,2016-05-21T23:35:55.000,2016-05-21T23:35:55.000+00:00
Radicar Solicitud Homologacion,209,8203,2016-05-21T23:36:01.000,2016-05-21T23:36:01.000,2016-05-21T23:35:55.000+00:00
Notificacion estudiante cancelacion soli,209,1,2016-06-01T21:24:23.000,2016-06-01T21:24:23.000,2016-05-21T23:36:01.000+00:00
Traer informacion estudiante - banner,210,7628,2016-05-22T15:02:15.000,2016-05-22T15:02:15.000,2016-05-22T15:02:15.000+00:00
Radicar Solicitud Homologacion,210,7628,2016-05-22T15:02:21.000,2016-05-22T15:02:21.000,2016-05-22T15:02:15.000+00:00
Validar solicitud,210,677,2016-05-22T17:48:50.000,2016-05-22T17:43:11.000,2016-05-22T15:02:21.000+00:00
Homologacion por grupo de cursos,210,677,2016-05-23T20:39:13.000,2016-05-23T20:39:10.000,2016-05-22T17:48:50.000+00:00
Traer informacion estudiante - banner,211,9483,2016-05-22T17:18:44.000,2016-05-22T17:18:44.000,2016-05-22T17:18:44.000+00:00
Radicar Solicitud Homologacion,211,9483,2016-05-22T17:18:49.000,2016-05-22T17:18:49.000,2016-05-22T17:18:44.000+00:00
Validar solicitud,211,677,2016-05-22T17:39:39.000,2016-05-22T17:27:39.000,2016-05-22T17:18:49.000+00:00
Homologacion por grupo de cursos,211,677,2016-05-24T18:08:13.000,2016-05-24T18:08:13.000,2016-05-22T17:39:39.000+00:00
Traer informacion estudiante - banner,212,4441,2016-05-22T17:34:36.000,2016-05-22T17:34:36.000,2016-05-22T17:34:36.000+00:00
Radicar Solicitud Homologacion,212,4441,2016-05-22T17:34:37.000,2016-05-22T17:34:37.000,2016-05-22T17:34:36.000+00:00
Validar solicitud,212,677,2016-05-22T18:02:02.000,2016-05-22T17:50:02.000,2016-05-22T17:34:37.000+00:00
Homologacion por grupo de cursos,212,3445,2016-05-24T18:33:32.000,2016-05-24T18:10:26.000,2016-05-22T18:02:02.000+00:00
Traer informacion estudiante - banner,213,8661,2016-05-22T23:03:42.000,2016-05-22T23:03:42.000,2016-05-22T23:03:42.000+00:00
Radicar Solicitud Homologacion,213,8661,2016-05-22T23:03:47.000,2016-05-22T23:03:47.000,2016-05-22T23:03:42.000+00:00
Cancelar Solicitud,213,294,2016-05-23T02:11:25.000,2016-05-22T23:08:30.000,2016-05-22T23:03:47.000+00:00
Notificacion estudiante cancelacion soli,213,294,2016-06-24T21:55:01.000,2016-06-24T21:55:01.000,2016-05-23T02:11:25.000+00:00
Traer informacion estudiante - banner,214,8661,2016-05-22T23:09:17.000,2016-05-22T23:09:17.000,2016-05-22T23:09:17.000+00:00
Radicar Solicitud Homologacion,214,8661,2016-05-22T23:09:18.000,2016-05-22T23:09:18.000,2016-05-22T23:09:17.000+00:00
Cancelar Solicitud,214,294,2016-05-23T02:14:03.000,2016-05-22T23:11:06.000,2016-05-22T23:09:18.000+00:00
Notificacion estudiante cancelacion soli,214,294,2016-06-24T21:57:09.000,2016-06-24T21:57:09.000,2016-05-23T02:14:03.000+00:00
Traer informacion estudiante - banner,215,7039,2016-05-23T10:55:41.000,2016-05-23T10:55:41.000,2016-05-23T10:55:41.000+00:00
Radicar Solicitud Homologacion,215,7039,2016-05-23T11:07:44.000,2016-05-23T10:55:47.000,2016-05-23T10:55:41.000+00:00
Cancelar Solicitud,215,241,2016-05-24T18:25:35.000,2016-05-24T16:57:33.000,2016-05-23T11:07:44.000+00:00
Notificacion estudiante cancelacion soli,215,241,2016-06-10T18:51:30.000,2016-06-10T18:51:30.000,2016-05-24T18:25:35.000+00:00
Traer informacion estudiante - banner,216,22785,2016-05-23T12:40:33.000,2016-05-23T12:40:33.000,2016-05-23T12:40:33.000+00:00
Radicar Solicitud Homologacion,216,22785,2016-05-23T12:40:40.000,2016-05-23T12:40:37.000,2016-05-23T12:40:33.000+00:00
Validar solicitud,216,22475,2016-05-23T13:06:18.000,2016-05-23T13:03:57.000,2016-05-23T12:40:40.000+00:00
Homologacion por grupo de cursos,216,22785,2016-05-23T15:26:59.000,2016-05-23T15:25:25.000,2016-05-23T13:06:18.000+00:00
Traer informacion estudiante - banner,217,1860,2016-05-23T14:54:17.000,2016-05-23T14:54:17.000,2016-05-23T14:54:17.000+00:00
Radicar Solicitud Homologacion,217,1860,2016-05-23T14:56:48.000,2016-05-23T14:54:17.000,2016-05-23T14:54:17.000+00:00
Notificacion estudiante cancelacion soli,217,22475,2016-05-23T18:31:46.000,2016-05-23T18:31:46.000,2016-05-23T14:56:48.000+00:00
Cancelar Solicitud,217,22475,2016-05-23T19:25:24.000,2016-05-23T19:25:24.000,2016-05-23T18:31:46.000+00:00
Traer informacion estudiante - banner,218,2408,2016-05-23T15:29:01.000,2016-05-23T15:29:01.000,2016-05-23T15:29:01.000+00:00
Radicar Solicitud Homologacion,218,2408,2016-05-23T15:34:36.000,2016-05-23T15:29:06.000,2016-05-23T15:29:01.000+00:00
Cancelar Solicitud,218,22404,2016-05-24T01:34:36.000,2016-05-24T01:34:36.000,2016-05-23T15:34:36.000+00:00
Notificacion estudiante cancelacion soli,218,22404,2016-05-24T09:59:59.000,2016-05-24T09:59:59.000,2016-05-24T01:34:36.000+00:00
Traer informacion estudiante - banner,219,22437,2016-05-23T21:03:08.000,2016-05-23T21:03:08.000,2016-05-23T21:03:08.000+00:00
Cancelar Solicitud,220,6231,2016-05-24T11:59:45.000,2016-05-24T11:59:45.000,2016-05-24T10:14:49.000+00:00
Notificacion estudiante cancelacion soli,220,6231,2016-05-24T12:04:25.000,2016-05-24T12:04:25.000,2016-05-24T11:59:45.000+00:00
Traer informacion estudiante - banner,221,11159,2016-05-24T09:22:19.000,2016-05-24T09:22:19.000,2016-05-24T09:22:19.000+00:00
Radicar Solicitud Homologacion,221,11159,2016-05-24T09:22:23.000,2016-05-24T09:22:23.000,2016-05-24T09:22:19.000+00:00
Notificacion estudiante cancelacion soli,221,1,2016-06-02T21:24:04.000,2016-06-02T21:24:04.000,2016-05-24T09:22:23.000+00:00
Traer informacion estudiante - banner,222,8263,2016-05-24T15:57:21.000,2016-05-24T15:57:21.000,2016-05-24T15:57:21.000+00:00
Radicar Solicitud Homologacion,222,8263,2016-05-24T15:57:48.000,2016-05-24T15:57:22.000,2016-05-24T15:57:21.000+00:00
Cancelar Solicitud,222,19019,2016-05-24T16:24:30.000,2016-05-24T16:23:54.000,2016-05-24T15:57:48.000+00:00
Notificacion estudiante cancelacion soli,222,19019,2016-05-24T17:37:41.000,2016-05-24T17:37:41.000,2016-05-24T16:24:30.000+00:00
Traer informacion estudiante - banner,223,7039,2016-05-24T16:58:11.000,2016-05-24T16:58:11.000,2016-05-24T16:58:11.000+00:00
Radicar Solicitud Homologacion,223,7039,2016-05-24T16:58:13.000,2016-05-24T16:58:12.000,2016-05-24T16:58:11.000+00:00
Cancelar Solicitud,223,241,2016-05-24T18:39:20.000,2016-05-24T17:11:20.000,2016-05-24T16:58:13.000+00:00
Notificacion estudiante cancelacion soli,223,241,2016-06-10T18:51:58.000,2016-06-10T18:51:58.000,2016-05-24T18:39:20.000+00:00
Traer informacion estudiante - banner,224,26359,2016-05-24T19:34:32.000,2016-05-24T19:34:32.000,2016-05-24T19:34:32.000+00:00
Radicar Solicitud Homologacion,224,26359,2016-05-24T20:03:21.000,2016-05-24T19:34:35.000,2016-05-24T19:34:32.000+00:00
Validar solicitud,224,2292,2016-05-31T14:25:49.000,2016-05-31T14:20:40.000,2016-05-24T20:03:21.000+00:00
Homologacion por grupo de cursos,224,7387,2016-05-31T21:41:24.000,2016-05-31T21:30:19.000,2016-05-31T14:25:49.000+00:00
Traer informacion estudiante - banner,225,11314,2016-05-25T11:45:17.000,2016-05-25T11:45:17.000,2016-05-25T11:45:17.000+00:00
Radicar Solicitud Homologacion,225,11314,2016-05-25T11:45:20.000,2016-05-25T11:45:20.000,2016-05-25T11:45:17.000+00:00
Cancelar Solicitud,225,11314,2016-05-25T11:56:39.000,2016-05-25T11:50:46.000,2016-05-25T11:45:20.000+00:00
Validar solicitud,225,6400,2016-05-25T11:50:46.000,2016-05-25T11:50:46.000,2016-05-25T11:45:20.000+00:00
Notificacion estudiante cancelacion soli,225,11314,2016-05-25T20:53:24.000,2016-05-25T20:53:24.000,2016-05-25T11:56:39.000+00:00
Traer informacion estudiante - banner,226,7039,2016-05-25T14:54:07.000,2016-05-25T14:54:07.000,2016-05-25T14:54:07.000+00:00
Radicar Solicitud Homologacion,226,7039,2016-05-25T14:54:19.000,2016-05-25T14:54:08.000,2016-05-25T14:54:07.000+00:00
Cancelar Solicitud,226,241,2016-05-25T16:27:15.000,2016-05-25T15:05:21.000,2016-05-25T14:54:19.000+00:00
Notificacion estudiante cancelacion soli,226,241,2016-06-10T18:52:26.000,2016-06-10T18:52:26.000,2016-05-25T16:27:15.000+00:00
Traer informacion estudiante - banner,227,15612,2016-05-25T17:24:54.000,2016-05-25T17:24:54.000,2016-05-25T17:24:54.000+00:00
Radicar Solicitud Homologacion,227,15612,2016-05-25T17:27:19.000,2016-05-25T17:24:55.000,2016-05-25T17:24:54.000+00:00
Cancelar Solicitud,227,22475,2016-05-25T21:24:53.000,2016-05-25T21:24:49.000,2016-05-25T17:27:19.000+00:00
Notificacion estudiante cancelacion soli,227,22475,2016-05-25T21:29:20.000,2016-05-25T21:29:20.000,2016-05-25T21:24:53.000+00:00
Traer informacion estudiante - banner,228,11393,2016-05-25T18:00:03.000,2016-05-25T18:00:03.000,2016-05-25T18:00:03.000+00:00
Radicar Solicitud Homologacion,228,11393,2016-05-25T18:08:33.000,2016-05-25T18:00:04.000,2016-05-25T18:00:03.000+00:00
Validar solicitud,228,677,2016-05-26T20:26:14.000,2016-05-26T19:29:45.000,2016-05-25T18:08:33.000+00:00
Homologacion por grupo de cursos,228,677,2016-06-08T22:02:42.000,2016-06-08T19:59:39.000,2016-05-26T20:26:14.000+00:00
Traer informacion estudiante - banner,229,8475,2016-05-25T16:43:07.000,2016-05-25T16:43:07.000,2016-05-25T16:43:07.000+00:00
Radicar Solicitud Homologacion,229,8475,2016-05-25T16:43:12.000,2016-05-25T16:43:09.000,2016-05-25T16:43:07.000+00:00
Validar solicitud,229,1646,2016-05-25T17:19:05.000,2016-05-25T16:46:37.000,2016-05-25T16:43:12.000+00:00
Homologacion por grupo de cursos,229,12535,2016-06-01T21:57:50.000,2016-06-01T19:14:50.000,2016-05-25T17:19:05.000+00:00
Traer informacion estudiante - banner,230,15612,2016-05-25T21:31:11.000,2016-05-25T21:31:11.000,2016-05-25T21:31:11.000+00:00
Radicar Solicitud Homologacion,230,15612,2016-05-25T21:31:17.000,2016-05-25T21:31:13.000,2016-05-25T21:31:11.000+00:00
Cancelar Solicitud,230,22475,2016-05-25T21:35:52.000,2016-05-25T21:35:51.000,2016-05-25T21:31:17.000+00:00
Notificacion estudiante cancelacion soli,230,22475,2016-05-25T21:37:14.000,2016-05-25T21:37:14.000,2016-05-25T21:35:52.000+00:00
Traer informacion estudiante - banner,231,15612,2016-05-25T22:10:13.000,2016-05-25T22:10:13.000,2016-05-25T22:10:13.000+00:00
Radicar Solicitud Homologacion,231,15612,2016-05-25T22:43:03.000,2016-05-25T22:10:14.000,2016-05-25T22:10:13.000+00:00
Validar solicitud,231,22475,2016-06-02T12:08:23.000,2016-06-02T12:06:33.000,2016-05-25T22:43:03.000+00:00
Homologacion por grupo de cursos,231,22475,2016-06-02T15:48:19.000,2016-06-02T14:50:10.000,2016-06-02T12:08:23.000+00:00
Traer informacion estudiante - banner,232,4913,2016-05-26T13:41:54.000,2016-05-26T13:41:54.000,2016-05-26T13:41:54.000+00:00
Radicar Solicitud Homologacion,232,4913,2016-05-26T13:42:28.000,2016-05-26T13:41:57.000,2016-05-26T13:41:54.000+00:00
Cancelar Solicitud,232,19019,2016-05-26T14:17:40.000,2016-05-26T14:13:37.000,2016-05-26T13:42:28.000+00:00
Notificacion estudiante cancelacion soli,232,19019,2016-05-26T20:16:58.000,2016-05-26T20:16:58.000,2016-05-26T14:17:40.000+00:00
Traer informacion estudiante - banner,233,6625,2016-05-26T13:40:02.000,2016-05-26T13:40:02.000,2016-05-26T13:40:02.000+00:00
Radicar Solicitud Homologacion,233,6625,2016-05-26T13:40:32.000,2016-05-26T13:40:03.000,2016-05-26T13:40:02.000+00:00
Cancelar Solicitud,233,1707,2016-05-26T16:08:27.000,2016-05-26T14:09:37.000,2016-05-26T13:40:32.000+00:00
Notificacion estudiante cancelacion soli,233,1707,2016-06-20T12:44:17.000,2016-06-20T12:44:17.000,2016-05-26T16:08:27.000+00:00
Traer informacion estudiante - banner,234,6598,2016-05-26T15:45:56.000,2016-05-26T15:45:56.000,2016-05-26T15:45:56.000+00:00
Radicar Solicitud Homologacion,234,6598,2016-05-26T15:46:12.000,2016-05-26T15:45:57.000,2016-05-26T15:45:56.000+00:00
Cancelar Solicitud,234,6598,2016-05-26T16:02:52.000,2016-05-26T16:01:54.000,2016-05-26T15:46:12.000+00:00
Notificacion estudiante cancelacion soli,234,6598,2016-05-26T18:26:33.000,2016-05-26T18:26:33.000,2016-05-26T16:02:52.000+00:00
Traer informacion estudiante - banner,235,19591,2016-05-27T17:38:24.000,2016-05-27T17:38:24.000,2016-05-27T17:38:24.000+00:00
Radicar Solicitud Homologacion,235,19591,2016-05-27T17:55:39.000,2016-05-27T17:38:25.000,2016-05-27T17:38:24.000+00:00
Cancelar Solicitud,235,186,2016-06-01T21:49:23.000,2016-06-01T20:14:38.000,2016-05-27T17:55:39.000+00:00
Notificacion estudiante cancelacion soli,235,186,2016-06-20T17:16:14.000,2016-06-20T17:16:14.000,2016-06-01T21:49:23.000+00:00
Traer informacion estudiante - banner,236,19591,2016-05-27T17:39:11.000,2016-05-27T17:39:11.000,2016-05-27T17:39:11.000+00:00
Radicar Solicitud Homologacion,236,19591,2016-05-27T17:56:59.000,2016-05-27T17:39:12.000,2016-05-27T17:39:11.000+00:00
Cancelar Solicitud,236,186,2016-06-01T22:21:15.000,2016-06-01T20:47:03.000,2016-05-27T17:56:59.000+00:00
Notificacion estudiante cancelacion soli,236,186,2016-06-20T17:48:49.000,2016-06-20T17:48:49.000,2016-06-01T22:21:15.000+00:00
Notificacion estudiante cancelacion soli,237,19019,2016-05-27T20:17:29.000,2016-05-27T20:17:29.000,2016-05-27T20:17:29.000+00:00
Traer informacion estudiante - banner,237,6551,2016-05-27T20:22:34.000,2016-05-27T20:22:34.000,2016-05-27T20:17:29.000+00:00
Radicar Solicitud Homologacion,237,6551,2016-05-27T20:23:02.000,2016-05-27T20:22:35.000,2016-05-27T20:22:34.000+00:00
Cancelar Solicitud,237,19019,2016-05-27T20:50:28.000,2016-05-27T20:50:28.000,2016-05-27T20:23:02.000+00:00
Traer informacion estudiante - banner,238,6551,2016-05-27T22:31:10.000,2016-05-27T22:31:10.000,2016-05-27T22:31:10.000+00:00
Radicar Solicitud Homologacion,238,6551,2016-05-27T22:31:30.000,2016-05-27T22:31:11.000,2016-05-27T22:31:10.000+00:00
Validar solicitud,238,19019,2016-05-27T22:50:32.000,2016-05-27T22:50:23.000,2016-05-27T22:31:30.000+00:00
Homologacion por grupo de cursos,238,1007,2016-05-31T12:34:21.000,2016-05-31T12:31:18.000,2016-05-27T22:50:32.000+00:00
Traer informacion estudiante - banner,239,15315,2016-05-28T17:55:55.000,2016-05-28T17:55:55.000,2016-05-28T17:55:55.000+00:00
Radicar Solicitud Homologacion,239,15315,2016-05-28T17:55:58.000,2016-05-28T17:55:58.000,2016-05-28T17:55:55.000+00:00
Validar solicitud,239,6694,2016-05-28T18:10:01.000,2016-05-28T18:06:16.000,2016-05-28T17:55:58.000+00:00
Cancelar Solicitud,239,22490,2016-05-28T18:18:39.000,2016-05-28T18:06:17.000,2016-05-28T17:55:58.000+00:00
Notificacion estudiante cancelacion soli,239,22490,2016-06-01T19:22:40.000,2016-06-01T19:22:40.000,2016-05-28T18:18:39.000+00:00
Traer informacion estudiante - banner,240,11775,2016-05-28T22:43:07.000,2016-05-28T22:43:07.000,2016-05-28T22:43:07.000+00:00
Radicar Solicitud Homologacion,240,11775,2016-05-28T22:43:11.000,2016-05-28T22:43:11.000,2016-05-28T22:43:07.000+00:00
Validar solicitud,240,22475,2016-05-28T22:50:11.000,2016-05-28T22:48:08.000,2016-05-28T22:43:11.000+00:00
Homologacion por grupo de cursos,240,22475,2016-05-31T15:37:07.000,2016-05-31T15:03:49.000,2016-05-28T22:50:11.000+00:00
Traer informacion estudiante - banner,241,7650,2016-05-29T22:38:23.000,2016-05-29T22:38:23.000,2016-05-29T22:38:23.000+00:00
Radicar Solicitud Homologacion,241,7650,2016-05-29T22:38:28.000,2016-05-29T22:38:28.000,2016-05-29T22:38:23.000+00:00
Cancelar Solicitud,241,294,2016-05-30T14:58:54.000,2016-05-30T12:43:37.000,2016-05-29T22:38:28.000+00:00
Notificacion estudiante cancelacion soli,241,294,2016-06-23T22:17:58.000,2016-06-23T22:17:58.000,2016-05-30T14:58:54.000+00:00
Radicar Solicitud Homologacion,242,2465,2016-05-31T18:26:35.000,2016-05-31T18:26:35.000,2016-05-31T18:26:34.000+00:00
Cancelar Solicitud,242,19019,2016-05-31T18:57:53.000,2016-05-31T18:41:53.000,2016-05-31T18:26:35.000+00:00
Notificacion estudiante cancelacion soli,242,19019,2016-06-02T17:30:14.000,2016-06-02T17:30:14.000,2016-05-31T18:57:53.000+00:00
Traer informacion estudiante - banner,243,955,2016-05-31T19:28:10.000,2016-05-31T19:28:10.000,2016-05-31T19:28:10.000+00:00
Radicar Solicitud Homologacion,243,955,2016-05-31T19:28:15.000,2016-05-31T19:28:11.000,2016-05-31T19:28:10.000+00:00
Cancelar Solicitud,243,22475,2016-05-31T19:35:08.000,2016-05-31T19:33:07.000,2016-05-31T19:28:15.000+00:00
Notificacion estudiante cancelacion soli,243,22475,2016-05-31T21:34:47.000,2016-05-31T21:34:47.000,2016-05-31T19:35:08.000+00:00
Traer informacion estudiante - banner,244,9445,2016-05-31T19:38:59.000,2016-05-31T19:38:59.000,2016-05-31T19:38:59.000+00:00
Radicar Solicitud Homologacion,244,9445,2016-05-31T19:39:07.000,2016-05-31T19:39:00.000,2016-05-31T19:38:59.000+00:00
Validar solicitud,244,677,2016-05-31T20:27:05.000,2016-05-31T19:46:45.000,2016-05-31T19:39:07.000+00:00
Homologacion por grupo de cursos,244,677,2016-06-08T22:10:16.000,2016-06-08T20:07:20.000,2016-05-31T20:27:05.000+00:00
Traer informacion estudiante - banner,245,1134,2016-06-01T12:47:58.000,2016-06-01T12:47:58.000,2016-06-01T12:47:58.000+00:00
Radicar Solicitud Homologacion,245,1,2016-06-01T12:48:06.000,2016-06-01T12:48:06.000,2016-06-01T12:47:58.000+00:00
Validar solicitud,245,677,2016-06-01T12:48:31.000,2016-06-01T12:48:31.000,2016-06-01T12:48:06.000+00:00
Cancelar Solicitud,245,677,2016-06-01T12:48:37.000,2016-06-01T12:48:32.000,2016-06-01T12:48:06.000+00:00
Notificacion estudiante cancelacion soli,245,677,2016-06-01T13:05:32.000,2016-06-01T13:05:32.000,2016-06-01T12:48:37.000+00:00
Traer informacion estudiante - banner,246,1134,2016-06-01T13:05:58.000,2016-06-01T13:05:58.000,2016-06-01T13:05:58.000+00:00
Radicar Solicitud Homologacion,246,1,2016-06-01T13:06:01.000,2016-06-01T13:06:01.000,2016-06-01T13:05:58.000+00:00
Validar solicitud,246,677,2016-06-01T13:06:10.000,2016-06-01T13:06:09.000,2016-06-01T13:06:01.000+00:00
Homologacion por grupo de cursos,246,3445,2016-06-01T13:44:27.000,2016-06-01T13:07:20.000,2016-06-01T13:06:10.000+00:00
Traer informacion estudiante - banner,247,1471,2016-06-01T13:10:16.000,2016-06-01T13:10:16.000,2016-06-01T13:10:16.000+00:00
Radicar Solicitud Homologacion,247,1,2016-06-01T13:10:17.000,2016-06-01T13:10:17.000,2016-06-01T13:10:16.000+00:00
Validar solicitud,247,677,2016-06-01T13:10:29.000,2016-06-01T13:10:27.000,2016-06-01T13:10:17.000+00:00
Homologacion por grupo de cursos,247,3445,2016-06-01T13:50:00.000,2016-06-01T13:12:58.000,2016-06-01T13:10:29.000+00:00
Traer informacion estudiante - banner,248,11174,2016-06-01T13:40:23.000,2016-06-01T13:40:23.000,2016-06-01T13:40:23.000+00:00
Radicar Solicitud Homologacion,248,1,2016-06-01T13:40:24.000,2016-06-01T13:40:24.000,2016-06-01T13:40:23.000+00:00
Validar solicitud,248,19019,2016-06-01T13:40:38.000,2016-06-01T13:40:34.000,2016-06-01T13:40:24.000+00:00
Homologacion por grupo de cursos,248,19019,2016-06-01T15:40:13.000,2016-06-01T13:44:53.000,2016-06-01T13:40:38.000+00:00
Traer informacion estudiante - banner,249,11342,2016-06-01T13:47:26.000,2016-06-01T13:47:26.000,2016-06-01T13:47:26.000+00:00
Radicar Solicitud Homologacion,249,1,2016-06-01T13:47:27.000,2016-06-01T13:47:27.000,2016-06-01T13:47:26.000+00:00
Validar solicitud,249,18929,2016-06-01T13:47:56.000,2016-06-01T13:47:37.000,2016-06-01T13:47:27.000+00:00
Homologacion por grupo de cursos,249,957,2016-06-01T14:22:16.000,2016-06-01T14:06:42.000,2016-06-01T13:47:56.000+00:00
Traer informacion estudiante - banner,250,12532,2016-06-01T13:50:51.000,2016-06-01T13:50:51.000,2016-06-01T13:50:51.000+00:00
Radicar Solicitud Homologacion,250,1,2016-06-01T13:50:52.000,2016-06-01T13:50:52.000,2016-06-01T13:50:51.000+00:00
Validar solicitud,250,19019,2016-06-01T13:51:20.000,2016-06-01T13:51:02.000,2016-06-01T13:50:52.000+00:00
Homologacion por grupo de cursos,250,19019,2016-06-01T16:04:29.000,2016-06-01T14:09:34.000,2016-06-01T13:51:20.000+00:00
Traer informacion estudiante - banner,251,20194,2016-06-01T13:54:05.000,2016-06-01T13:54:05.000,2016-06-01T13:54:05.000+00:00
Radicar Solicitud Homologacion,251,1,2016-06-01T13:54:06.000,2016-06-01T13:54:06.000,2016-06-01T13:54:05.000+00:00
Cancelar Solicitud,251,2292,2016-06-01T13:54:45.000,2016-06-01T13:54:16.000,2016-06-01T13:54:06.000+00:00
Validar solicitud,251,2292,2016-06-01T13:54:44.000,2016-06-01T13:54:16.000,2016-06-01T13:54:06.000+00:00
Notificacion estudiante cancelacion soli,251,2292,2016-06-01T14:24:06.000,2016-06-01T14:24:06.000,2016-06-01T13:54:45.000+00:00
Traer informacion estudiante - banner,252,21562,2016-06-01T13:54:19.000,2016-06-01T13:54:19.000,2016-06-01T13:54:19.000+00:00
Radicar Solicitud Homologacion,252,1,2016-06-01T13:54:20.000,2016-06-01T13:54:20.000,2016-06-01T13:54:19.000+00:00
Cancelar Solicitud,252,22475,2016-06-01T13:55:59.000,2016-06-01T13:54:30.000,2016-06-01T13:54:20.000+00:00
Validar solicitud,252,22475,2016-06-01T13:55:26.000,2016-06-01T13:54:30.000,2016-06-01T13:54:20.000+00:00
Notificacion estudiante cancelacion soli,252,22475,2016-06-01T15:24:12.000,2016-06-01T15:24:12.000,2016-06-01T13:55:59.000+00:00
Traer informacion estudiante - banner,253,20194,2016-06-01T14:25:07.000,2016-06-01T14:25:07.000,2016-06-01T14:25:07.000+00:00
Radicar Solicitud Homologacion,253,1,2016-06-01T14:25:08.000,2016-06-01T14:25:08.000,2016-06-01T14:25:07.000+00:00
Validar solicitud,253,2292,2016-06-01T14:25:18.000,2016-06-01T14:25:17.000,2016-06-01T14:25:08.000+00:00
Cancelar Solicitud,253,2292,2016-06-01T14:26:12.000,2016-06-01T14:25:18.000,2016-06-01T14:25:08.000+00:00
