activity,case_id,resource,end_time,start_time
Validar solicitud,115401,22475,2016-04-28T20:55:19.000,2016-04-28T20:55:19.000
Traer informacion estudiante - banner,115552,11197,2016-04-29T12:00:47.000,2016-04-29T12:00:47.000
Radicar Solicitud Homologacion,115552,11197,2016-04-29T12:00:49.000,2016-04-29T12:00:49.000
Validar solicitud,115552,19019,2016-04-29T12:06:14.000,2016-04-29T12:05:10.000
Homologacion por grupo de cursos,115552,19019,2016-04-29T14:04:11.000,2016-04-29T14:04:10.000
Traer informacion estudiante - banner,115554,8856,2016-04-29T12:07:37.000,2016-04-29T12:07:37.000
Radicar Solicitud Homologacion,115554,8856,2016-04-29T12:07:38.000,2016-04-29T12:07:38.000
Cancelar Solicitud,115554,8856,2016-04-29T12:13:08.000,2016-04-29T12:13:08.000
Notificacion estudiante cancelacion soli,115554,8856,2016-04-29T12:19:04.000,2016-04-29T12:19:04.000
Traer informacion estudiante - banner,115558,7143,2016-04-29T15:07:04.000,2016-04-29T15:07:04.000
Radicar Solicitud Homologacion,115558,7143,2016-04-29T15:08:58.000,2016-04-29T15:07:06.000
Validar solicitud,115558,19019,2016-04-29T18:23:38.000,2016-04-29T18:08:11.000
Homologacion por grupo de cursos,115558,1007,2016-05-03T21:09:45.000,2016-05-03T16:27:45.000
Traer informacion estudiante - banner,115701,2981,2016-04-30T21:06:50.000,2016-04-30T21:06:50.000
Radicar Solicitud Homologacion,115701,2981,2016-04-30T21:06:56.000,2016-04-30T21:06:56.000
Radicar Solicitud Homologacion,115701,2981,2016-05-02T22:08:09.000,2016-05-02T21:24:18.000
Validar solicitud,115701,677,2016-05-11T15:23:41.000,2016-05-11T15:15:27.000
Homologacion por grupo de cursos,115701,3445,2016-05-12T15:47:02.000,2016-05-12T15:29:59.000
Traer informacion estudiante - banner,115801,15315,2016-05-01T14:10:12.000,2016-05-01T14:10:12.000
Radicar Solicitud Homologacion,115801,15315,2016-05-01T14:10:19.000,2016-05-01T14:10:19.000
Cancelar Solicitud,115801,6694,2016-05-01T14:21:17.000,2016-05-01T14:21:17.000
Notificacion estudiante cancelacion soli,115801,6694,2016-05-02T10:54:05.000,2016-05-02T10:54:05.000
Traer informacion estudiante - banner,115851,11515,2016-05-01T12:22:14.000,2016-05-01T12:22:14.000
Radicar Solicitud Homologacion,115851,11515,2016-05-01T12:22:18.000,2016-05-01T12:22:18.000
Cancelar Solicitud,115851,1707,2016-05-01T12:43:47.000,2016-05-01T12:42:37.000
Notificacion estudiante cancelacion soli,115851,1707,2016-05-02T14:10:19.000,2016-05-02T14:10:19.000
Traer informacion estudiante - banner,115951,8022,2016-05-01T18:12:47.000,2016-05-01T18:12:47.000
Radicar Solicitud Homologacion,115951,8022,2016-05-01T18:12:54.000,2016-05-01T18:12:54.000
Validar solicitud,115951,677,2016-05-01T19:33:30.000,2016-05-01T18:24:53.000
Homologacion por grupo de cursos,115951,3445,2016-05-13T21:46:15.000,2016-05-13T19:37:40.000
Traer informacion estudiante - banner,116051,11961,2016-05-01T18:05:04.000,2016-05-01T18:05:04.000
Radicar Solicitud Homologacion,116051,11961,2016-05-01T18:05:09.000,2016-05-01T18:05:09.000
Cancelar Solicitud,116051,11961,2016-05-01T20:53:17.000,2016-05-01T19:05:47.000
Notificacion estudiante cancelacion soli,116051,11961,2016-05-20T16:30:26.000,2016-05-20T16:30:26.000
Traer informacion estudiante - banner,116201,3003,2016-05-02T01:34:51.000,2016-05-02T01:34:51.000
Radicar Solicitud Homologacion,116201,22491,2016-05-02T02:00:37.000,2016-05-02T01:34:55.000
Validar solicitud,116201,677,2016-05-05T15:15:08.000,2016-05-05T14:42:27.000
Homologacion por grupo de cursos,116201,3445,2016-05-12T15:57:01.000,2016-05-12T15:24:16.000
Traer informacion estudiante - banner,116253,6572,2016-05-02T15:34:11.000,2016-05-02T15:34:11.000
Radicar Solicitud Homologacion,116253,6572,2016-05-02T15:34:20.000,2016-05-02T15:34:14.000
Cancelar Solicitud,116253,6572,2016-05-02T15:40:44.000,2016-05-02T15:40:42.000
Notificacion estudiante cancelacion soli,116253,6572,2016-05-02T15:43:40.000,2016-05-02T15:43:40.000
Traer informacion estudiante - banner,116254,6572,2016-05-02T15:51:01.000,2016-05-02T15:51:01.000
Radicar Solicitud Homologacion,116254,6572,2016-05-02T15:51:09.000,2016-05-02T15:51:05.000
Validar solicitud,116254,1707,2016-05-02T15:55:36.000,2016-05-02T15:55:05.000
Homologacion por grupo de cursos,116254,15930,2016-05-02T17:47:34.000,2016-05-02T16:27:04.000
Traer informacion estudiante - banner,116255,6572,2016-05-02T15:56:59.000,2016-05-02T15:56:59.000
Radicar Solicitud Homologacion,116255,6572,2016-05-02T15:57:04.000,2016-05-02T15:57:01.000
Validar solicitud,116255,1707,2016-05-02T16:00:54.000,2016-05-02T16:00:29.000
Homologacion por grupo de cursos,116255,15930,2016-05-02T17:46:33.000,2016-05-02T16:26:07.000
Traer informacion estudiante - banner,116264,22529,2016-05-02T21:10:44.000,2016-05-02T21:10:44.000
Radicar Solicitud Homologacion,116264,22529,2016-05-02T21:11:27.000,2016-05-02T21:10:45.000
Validar solicitud,116264,6767,2016-05-02T22:38:42.000,2016-05-02T21:53:36.000
Homologacion por grupo de cursos,116264,6954,2016-05-11T19:58:55.000,2016-05-11T18:58:55.000
Traer informacion estudiante - banner,116266,6369,2016-05-02T21:42:37.000,2016-05-02T21:42:37.000
Radicar Solicitud Homologacion,116266,6369,2016-05-02T21:43:21.000,2016-05-02T21:42:37.000
Cancelar Solicitud,116305,1707,2016-05-02T17:12:09.000,2016-05-02T17:07:03.000
Notificacion estudiante cancelacion soli,116305,1707,2016-05-03T14:06:50.000,2016-05-03T14:06:50.000
Traer informacion estudiante - banner,116306,9187,2016-05-02T17:07:17.000,2016-05-02T17:07:17.000
Radicar Solicitud Homologacion,116306,9187,2016-05-02T17:07:18.000,2016-05-02T17:07:18.000
Validar solicitud,116306,1707,2016-05-02T17:15:55.000,2016-05-02T17:10:48.000
Homologacion por grupo de cursos,116306,15930,2016-05-03T14:45:07.000,2016-05-03T14:07:48.000
Traer informacion estudiante - banner,116307,9187,2016-05-02T17:10:59.000,2016-05-02T17:10:59.000
Radicar Solicitud Homologacion,116307,9187,2016-05-02T17:11:00.000,2016-05-02T17:11:00.000
Cancelar Solicitud,116307,9187,2016-05-02T17:15:18.000,2016-05-02T17:15:18.000
Notificacion estudiante cancelacion soli,116307,9187,2016-05-02T17:16:41.000,2016-05-02T17:16:41.000
Traer informacion estudiante - banner,116308,9187,2016-05-02T17:16:52.000,2016-05-02T17:16:52.000
Radicar Solicitud Homologacion,116308,9187,2016-05-02T17:16:53.000,2016-05-02T17:16:53.000
Validar solicitud,116308,1707,2016-05-02T17:23:27.000,2016-05-02T17:18:18.000
Homologacion por grupo de cursos,116308,15930,2016-05-03T14:46:52.000,2016-05-03T14:09:34.000
Traer informacion estudiante - banner,116309,2045,2016-05-02T18:01:04.000,2016-05-02T18:01:04.000
Radicar Solicitud Homologacion,116309,2045,2016-05-02T18:01:07.000,2016-05-02T18:01:07.000
Validar solicitud,116309,22475,2016-05-02T18:41:51.000,2016-05-02T18:40:07.000
Homologacion por grupo de cursos,116309,1343,2016-05-02T22:25:40.000,2016-05-02T20:44:13.000
Traer informacion estudiante - banner,116312,15315,2016-05-02T21:14:12.000,2016-05-02T21:14:12.000
Radicar Solicitud Homologacion,116312,15315,2016-05-02T21:14:28.000,2016-05-02T21:14:15.000
Cancelar Solicitud,116312,6694,2016-05-02T21:37:35.000,2016-05-02T21:28:04.000
Notificacion estudiante cancelacion soli,116312,6694,2016-05-04T12:21:49.000,2016-05-04T12:21:49.000
Traer informacion estudiante - banner,116352,19811,2016-05-03T01:13:49.000,2016-05-03T01:13:49.000
Radicar Solicitud Homologacion,116352,19811,2016-05-03T01:13:50.000,2016-05-03T01:13:50.000
Validar solicitud,116352,22404,2016-05-03T02:16:07.000,2016-05-03T01:49:24.000
Homologacion por grupo de cursos,116352,4560,2016-05-06T17:28:13.000,2016-05-06T15:43:21.000
Traer informacion estudiante - banner,116401,10176,2016-05-03T12:35:40.000,2016-05-03T12:35:40.000
Radicar Solicitud Homologacion,116401,10176,2016-05-03T12:35:48.000,2016-05-03T12:35:48.000
Notificacion estudiante cancelacion soli,116401,22475,2016-05-03T12:38:13.000,2016-05-03T12:38:13.000
Cancelar Solicitud,116401,22475,2016-05-03T12:41:00.000,2016-05-03T12:41:00.000
Notificacion estudiante cancelacion soli,116402,22475,2016-05-03T12:37:08.000,2016-05-03T12:37:08.000
Traer informacion estudiante - banner,116402,10176,2016-05-03T12:42:56.000,2016-05-03T12:42:56.000
Radicar Solicitud Homologacion,116402,10176,2016-05-03T12:42:57.000,2016-05-03T12:42:57.000
Cancelar Solicitud,116402,22475,2016-05-03T12:46:35.000,2016-05-03T12:46:35.000
Traer informacion estudiante - banner,116411,22940,2016-05-03T16:36:54.000,2016-05-03T16:36:54.000
Radicar Solicitud Homologacion,116411,22940,2016-05-03T16:37:10.000,2016-05-03T16:36:55.000
Validar solicitud,116411,18929,2016-05-03T18:04:50.000,2016-05-03T16:52:43.000
Homologacion por grupo de cursos,116411,957,2016-05-17T19:31:55.000,2016-05-17T18:01:53.000
Traer informacion estudiante - banner,116415,11557,2016-05-03T21:10:51.000,2016-05-03T21:10:51.000
Radicar Solicitud Homologacion,116415,11557,2016-05-03T21:11:05.000,2016-05-03T21:10:52.000
Validar solicitud,116415,186,2016-05-03T21:49:53.000,2016-05-03T21:24:18.000
Homologacion por grupo de cursos,116415,26788,2016-05-10T05:32:16.000,2016-05-10T01:16:16.000
Traer informacion estudiante - banner,116455,7573,2016-05-03T13:24:49.000,2016-05-03T13:24:49.000
Radicar Solicitud Homologacion,116455,7573,2016-05-03T13:24:58.000,2016-05-03T13:24:50.000
Cancelar Solicitud,116455,241,2016-05-03T14:21:15.000,2016-05-03T13:33:49.000
Notificacion estudiante cancelacion soli,116455,241,2016-05-12T00:49:51.000,2016-05-12T00:49:51.000
Traer informacion estudiante - banner,116456,2735,2016-05-03T15:21:42.000,2016-05-03T15:21:42.000
Radicar Solicitud Homologacion,116456,2735,2016-05-03T15:23:24.000,2016-05-03T15:21:46.000
Validar solicitud,116456,2292,2016-05-03T18:10:40.000,2016-05-03T18:10:14.000
Homologacion por grupo de cursos,116456,7387,2016-05-03T20:34:39.000,2016-05-03T19:26:21.000
Traer informacion estudiante - banner,116457,12532,2016-05-03T16:41:16.000,2016-05-03T16:41:16.000
Radicar Solicitud Homologacion,116457,12532,2016-05-03T16:41:21.000,2016-05-03T16:41:18.000
Cancelar Solicitud,116457,12532,2016-05-03T17:48:42.000,2016-05-03T16:44:27.000
Validar solicitud,116457,19019,2016-05-03T16:50:26.000,2016-05-03T16:44:27.000
Notificacion estudiante cancelacion soli,116457,12532,2016-05-16T18:41:19.000,2016-05-16T18:41:19.000
Traer informacion estudiante - banner,116459,10176,2016-05-03T17:01:58.000,2016-05-03T17:01:58.000
Radicar Solicitud Homologacion,116459,10176,2016-05-03T17:01:59.000,2016-05-03T17:01:59.000
Validar solicitud,116459,22475,2016-05-03T17:11:42.000,2016-05-03T17:11:23.000
Homologacion por grupo de cursos,116459,22475,2016-05-03T20:41:46.000,2016-05-03T19:19:41.000
Traer informacion estudiante - banner,116461,10176,2016-05-03T17:17:57.000,2016-05-03T17:17:57.000
Radicar Solicitud Homologacion,116461,10176,2016-05-03T17:17:59.000,2016-05-03T17:17:59.000
Validar solicitud,116461,22475,2016-05-03T17:22:19.000,2016-05-03T17:21:56.000
Homologacion por grupo de cursos,116461,22475,2016-05-03T19:38:52.000,2016-05-03T19:23:16.000
Traer informacion estudiante - banner,116463,9761,2016-05-03T19:02:06.000,2016-05-03T19:02:06.000
Radicar Solicitud Homologacion,116463,9761,2016-05-03T19:02:31.000,2016-05-03T19:02:10.000
Validar solicitud,116463,1707,2016-05-03T19:27:39.000,2016-05-03T19:24:04.000
Homologacion por grupo de cursos,116463,15930,2016-05-04T13:43:38.000,2016-05-04T11:35:23.000
Traer informacion estudiante - banner,116464,11557,2016-05-03T19:39:08.000,2016-05-03T19:39:08.000
Radicar Solicitud Homologacion,116464,11557,2016-05-03T19:39:16.000,2016-05-03T19:39:10.000
Validar solicitud,116464,186,2016-05-03T20:12:30.000,2016-05-03T19:45:16.000
Homologacion por grupo de cursos,116464,6971,2016-05-10T02:05:16.000,2016-05-10T01:13:16.000
Traer informacion estudiante - banner,116465,8428,2016-05-03T20:30:46.000,2016-05-03T20:30:46.000
Radicar Solicitud Homologacion,116465,8428,2016-05-03T20:30:51.000,2016-05-03T20:30:48.000
Validar solicitud,116465,19019,2016-05-03T20:39:03.000,2016-05-03T20:34:29.000
Homologacion por grupo de cursos,116465,1007,2016-05-04T15:57:48.000,2016-05-04T15:09:28.000
Traer informacion estudiante - banner,116466,9452,2016-05-03T20:33:38.000,2016-05-03T20:33:38.000
Radicar Solicitud Homologacion,116466,9452,2016-05-03T20:33:51.000,2016-05-03T20:33:40.000
Validar solicitud,116466,18929,2016-05-03T21:55:39.000,2016-05-03T20:45:25.000
Homologacion por grupo de cursos,116466,957,2016-05-17T19:35:27.000,2016-05-17T18:02:47.000
Traer informacion estudiante - banner,116501,17379,2016-05-03T23:28:15.000,2016-05-03T23:28:15.000
Radicar Solicitud Homologacion,116501,17379,2016-05-03T23:28:21.000,2016-05-03T23:28:21.000
Cancelar Solicitud,116501,18929,2016-05-04T01:07:31.000,2016-05-03T23:59:31.000
Notificacion estudiante cancelacion soli,116501,18929,2016-05-17T18:05:46.000,2016-05-17T18:05:46.000
Traer informacion estudiante - banner,116551,5714,2016-05-04T12:05:47.000,2016-05-04T12:05:47.000
Radicar Solicitud Homologacion,116551,5714,2016-05-04T12:05:54.000,2016-05-04T12:05:54.000
Validar solicitud,116551,659,2016-05-04T12:43:19.000,2016-05-04T12:42:59.000
Homologacion por grupo de cursos,116551,1422,2016-05-04T16:25:30.000,2016-05-04T13:20:53.000
Traer informacion estudiante - banner,116601,10716,2016-05-04T11:20:04.000,2016-05-04T11:20:04.000
Radicar Solicitud Homologacion,116905,19019,2016-05-05T15:36:00.000,2016-05-05T15:35:51.000
Validar solicitud,116905,19019,2016-05-05T15:45:18.000,2016-05-05T15:45:18.000
Homologacion por grupo de cursos,116905,1007,2016-05-05T16:25:40.000,2016-05-05T15:45:56.000
Validar solicitud,116906,677,2016-05-05T15:53:12.000,2016-05-05T15:10:23.000
Traer informacion estudiante - banner,116906,8416,2016-05-05T15:41:28.000,2016-05-05T15:41:28.000
Radicar Solicitud Homologacion,116906,8416,2016-05-05T15:41:30.000,2016-05-05T15:41:30.000
Homologacion por grupo de cursos,116906,677,2016-05-13T19:59:54.000,2016-05-13T19:59:53.000
Traer informacion estudiante - banner,116910,19019,2016-05-05T16:11:55.000,2016-05-05T16:11:55.000
Radicar Solicitud Homologacion,116910,19019,2016-05-05T16:11:58.000,2016-05-05T16:11:55.000
Validar solicitud,116910,19019,2016-05-05T16:15:53.000,2016-05-05T16:15:53.000
Homologacion por grupo de cursos,116910,1007,2016-05-05T16:55:27.000,2016-05-05T16:16:13.000
Traer informacion estudiante - banner,116911,26271,2016-05-05T16:15:53.000,2016-05-05T16:15:53.000
Radicar Solicitud Homologacion,116911,26271,2016-05-05T17:20:39.000,2016-05-05T16:15:55.000
Cancelar Solicitud,116911,22404,2016-05-18T19:04:11.000,2016-05-18T18:56:11.000
Notificacion estudiante cancelacion soli,116911,22404,2016-05-19T18:25:52.000,2016-05-19T18:25:52.000
Traer informacion estudiante - banner,116912,19019,2016-05-05T16:18:01.000,2016-05-05T16:18:01.000
Radicar Solicitud Homologacion,116912,19019,2016-05-05T16:18:04.000,2016-05-05T16:18:01.000
Validar solicitud,116912,19019,2016-05-05T16:21:28.000,2016-05-05T16:21:28.000
Homologacion por grupo de cursos,116912,1007,2016-05-05T20:47:59.000,2016-05-05T16:21:52.000
Traer informacion estudiante - banner,116913,19019,2016-05-05T16:25:46.000,2016-05-05T16:25:46.000
Radicar Solicitud Homologacion,116913,19019,2016-05-05T16:25:50.000,2016-05-05T16:25:48.000
Validar solicitud,116913,19019,2016-05-05T16:28:18.000,2016-05-05T16:28:17.000
Homologacion por grupo de cursos,116913,1007,2016-05-05T18:26:11.000,2016-05-05T16:29:27.000
Cancelar Solicitud,116914,11571,2016-05-05T16:13:08.000,2016-05-05T15:44:49.000
Traer informacion estudiante - banner,116914,11571,2016-05-05T16:29:53.000,2016-05-05T16:29:53.000
Radicar Solicitud Homologacion,116914,11571,2016-05-05T16:29:55.000,2016-05-05T16:29:55.000
Notificacion estudiante cancelacion soli,116914,11571,2016-05-11T22:03:57.000,2016-05-11T22:03:57.000
Traer informacion estudiante - banner,116920,7781,2016-05-05T19:44:37.000,2016-05-05T19:44:37.000
Radicar Solicitud Homologacion,116920,7781,2016-05-05T19:45:03.000,2016-05-05T19:44:41.000
Cancelar Solicitud,116920,7781,2016-05-05T20:07:43.000,2016-05-05T20:07:40.000
Notificacion estudiante cancelacion soli,116920,7781,2016-05-05T20:11:11.000,2016-05-05T20:11:11.000
Traer informacion estudiante - banner,116925,8774,2016-05-05T21:36:58.000,2016-05-05T21:36:58.000
Radicar Solicitud Homologacion,116925,8774,2016-05-05T21:38:22.000,2016-05-05T21:36:59.000
Validar solicitud,116925,677,2016-05-06T00:35:31.000,2016-05-05T23:58:25.000
Homologacion por grupo de cursos,116925,3445,2016-05-13T22:14:49.000,2016-05-13T20:06:42.000
Traer informacion estudiante - banner,116926,1378,2016-05-05T22:10:00.000,2016-05-05T22:10:00.000
Radicar Solicitud Homologacion,116926,1378,2016-05-05T22:10:07.000,2016-05-05T22:10:01.000
Validar solicitud,116926,19019,2016-05-05T22:23:30.000,2016-05-05T22:16:42.000
Homologacion por grupo de cursos,116926,1007,2016-05-06T21:33:20.000,2016-05-06T21:04:54.000
Traer informacion estudiante - banner,116927,1378,2016-05-05T22:16:48.000,2016-05-05T22:16:48.000
Radicar Solicitud Homologacion,116927,1378,2016-05-05T22:16:53.000,2016-05-05T22:16:49.000
Validar solicitud,116927,677,2016-05-05T22:59:17.000,2016-05-05T22:21:30.000
Homologacion por grupo de cursos,116927,3445,2016-05-13T20:15:41.000,2016-05-13T20:09:18.000
Traer informacion estudiante - banner,116928,1378,2016-05-05T22:22:11.000,2016-05-05T22:22:11.000
Radicar Solicitud Homologacion,116928,1378,2016-05-05T22:22:14.000,2016-05-05T22:22:12.000
Validar solicitud,116928,677,2016-05-05T23:02:17.000,2016-05-05T22:24:28.000
Homologacion por grupo de cursos,116928,3445,2016-05-13T20:20:13.000,2016-05-13T20:13:56.000
Traer informacion estudiante - banner,116953,18501,2016-05-05T19:10:46.000,2016-05-05T19:10:46.000
Radicar Solicitud Homologacion,116953,18501,2016-05-05T19:11:02.000,2016-05-05T19:10:48.000
Cancelar Solicitud,116953,22533,2016-05-05T20:42:45.000,2016-05-05T19:25:47.000
Validar solicitud,116953,22404,2016-05-05T19:32:29.000,2016-05-05T19:25:47.000
Notificacion estudiante cancelacion soli,116953,22533,2016-05-20T14:24:07.000,2016-05-20T14:24:07.000
Traer informacion estudiante - banner,117053,9890,2016-05-06T01:20:16.000,2016-05-06T01:20:16.000
Radicar Solicitud Homologacion,117053,9890,2016-05-06T01:20:17.000,2016-05-06T01:20:17.000
Validar solicitud,117053,22404,2016-05-06T01:31:41.000,2016-05-06T01:28:25.000
Homologacion por grupo de cursos,117053,22404,2016-05-06T18:03:14.000,2016-05-06T16:16:46.000
Traer informacion estudiante - banner,117151,11387,2016-05-06T09:52:53.000,2016-05-06T09:52:53.000
Radicar Solicitud Homologacion,117151,11387,2016-05-06T09:53:01.000,2016-05-06T09:53:01.000
Cancelar Solicitud,117151,677,2016-05-06T10:03:10.000,2016-05-06T10:00:35.000
Notificacion estudiante cancelacion soli,117151,677,2016-05-06T15:35:13.000,2016-05-06T15:35:13.000
Traer informacion estudiante - banner,117253,6723,2016-05-06T15:34:50.000,2016-05-06T15:34:50.000
Radicar Solicitud Homologacion,117253,6723,2016-05-06T15:34:58.000,2016-05-06T15:34:52.000
Validar solicitud,117253,677,2016-05-06T16:16:01.000,2016-05-06T15:41:26.000
Homologacion por grupo de cursos,117253,3445,2016-05-13T20:38:24.000,2016-05-13T20:16:31.000
Traer informacion estudiante - banner,117258,8268,2016-05-06T19:08:02.000,2016-05-06T19:08:02.000
Radicar Solicitud Homologacion,117258,8268,2016-05-06T19:30:01.000,2016-05-06T19:08:08.000
Validar solicitud,117258,18929,2016-05-12T15:28:02.000,2016-05-12T15:02:05.000
Homologacion por grupo de cursos,117258,18929,2016-05-17T18:30:22.000,2016-05-17T18:30:22.000
Traer informacion estudiante - banner,117263,10742,2016-05-06T20:59:47.000,2016-05-06T20:59:47.000
Radicar Solicitud Homologacion,117263,10742,2016-05-06T21:07:22.000,2016-05-06T20:59:48.000
Validar solicitud,117263,261,2016-05-10T22:56:28.000,2016-05-10T20:34:03.000
Homologacion por grupo de cursos,117263,308,2016-06-07T18:24:41.000,2016-06-07T17:06:51.000
Traer informacion estudiante - banner,117265,10742,2016-05-06T21:39:28.000,2016-05-06T21:39:28.000
Radicar Solicitud Homologacion,117265,10742,2016-05-06T21:46:28.000,2016-05-06T21:39:29.000
Validar solicitud,117265,261,2016-05-10T22:58:11.000,2016-05-10T20:39:28.000
Homologacion por grupo de cursos,117265,7355,2016-06-07T13:26:59.000,2016-06-07T13:23:23.000
Traer informacion estudiante - banner,117351,23530,2016-05-08T04:07:32.000,2016-05-08T04:07:32.000
Radicar Solicitud Homologacion,117351,23530,2016-05-08T04:19:38.000,2016-05-08T04:07:38.000
Validar solicitud,117351,22404,2016-05-11T18:46:41.000,2016-05-11T18:30:45.000
Homologacion por grupo de cursos,117351,4560,2016-05-13T17:56:04.000,2016-05-13T16:56:01.000
Cancelar Solicitud,117553,19019,2016-05-09T15:56:40.000,2016-05-09T15:53:32.000
Traer informacion estudiante - banner,117553,8382,2016-05-09T16:28:55.000,2016-05-09T16:28:55.000
Radicar Solicitud Homologacion,117553,8382,2016-05-09T16:28:57.000,2016-05-09T16:28:57.000
Notificacion estudiante cancelacion soli,117553,19019,2016-05-10T16:08:17.000,2016-05-10T16:08:17.000
Traer informacion estudiante - banner,117753,7599,2016-05-10T20:02:40.000,2016-05-10T20:02:40.000
Radicar Solicitud Homologacion,117753,7599,2016-05-10T21:05:23.000,2016-05-10T20:02:43.000
Cancelar Solicitud,117753,22475,2016-05-20T16:43:09.000,2016-05-20T16:42:58.000
Notificacion estudiante cancelacion soli,117753,22475,2016-05-20T16:54:34.000,2016-05-20T16:54:34.000
Recepcion de documentos,118153,186,2016-05-12T23:58:09.000,2016-05-12T20:15:25.000
Homologacion por grupo de cursos,118153,26788,2016-05-13T00:12:37.000,2016-05-12T20:15:27.000
Traer informacion estudiante - banner,118201,7091,2016-05-12T20:18:58.000,2016-05-12T20:18:58.000
Radicar Solicitud Homologacion,118201,7091,2016-05-12T20:19:29.000,2016-05-12T20:19:04.000
Validar solicitud,118201,22534,2016-05-12T22:00:46.000,2016-05-12T20:44:15.000
Homologacion por grupo de cursos,118201,7177,2016-05-26T17:59:00.000,2016-05-26T15:15:49.000
Traer informacion estudiante - banner,118202,15315,2016-05-12T20:19:48.000,2016-05-12T20:19:48.000
Radicar Solicitud Homologacion,118202,15315,2016-05-12T20:20:07.000,2016-05-12T20:19:49.000
Cancelar Solicitud,118202,15315,2016-05-12T22:40:56.000,2016-05-12T20:38:35.000
Validar solicitud,118202,6694,2016-05-12T20:39:00.000,2016-05-12T20:38:35.000
Notificacion estudiante cancelacion soli,118202,15315,2016-06-06T18:35:44.000,2016-06-06T18:35:44.000
Traer informacion estudiante - banner,118203,5858,2016-05-12T20:28:15.000,2016-05-12T20:28:15.000
Radicar Solicitud Homologacion,118203,5858,2016-05-12T20:28:33.000,2016-05-12T20:28:16.000
Cancelar Solicitud,118203,22475,2016-05-12T20:46:05.000,2016-05-12T20:45:50.000
Notificacion estudiante cancelacion soli,118203,22475,2016-05-12T21:01:23.000,2016-05-12T21:01:23.000
Traer informacion estudiante - banner,118205,7091,2016-05-12T20:44:26.000,2016-05-12T20:44:26.000
Radicar Solicitud Homologacion,118205,7091,2016-05-12T20:44:34.000,2016-05-12T20:44:29.000
Validar solicitud,118205,22534,2016-05-12T22:06:01.000,2016-05-12T20:49:33.000
Homologacion por grupo de cursos,118205,7177,2016-05-26T18:16:18.000,2016-05-26T15:17:55.000
Traer informacion estudiante - banner,118207,9336,2016-05-12T21:01:01.000,2016-05-12T21:01:01.000
Radicar Solicitud Homologacion,118207,9336,2016-05-12T21:01:09.000,2016-05-12T21:01:02.000
Validar solicitud,118207,677,2016-05-12T21:16:12.000,2016-05-12T21:08:58.000
Homologacion por grupo de cursos,118207,3445,2016-05-13T22:41:39.000,2016-05-13T20:23:03.000
Traer informacion estudiante - banner,118209,2465,2016-05-12T21:21:53.000,2016-05-12T21:21:53.000
Radicar Solicitud Homologacion,118209,2465,2016-05-12T21:25:45.000,2016-05-12T21:21:54.000
Cancelar Solicitud,118209,19019,2016-05-13T15:20:29.000,2016-05-13T15:13:31.000
Notificacion estudiante cancelacion soli,118209,19019,2016-05-16T14:12:28.000,2016-05-16T14:12:28.000
Traer informacion estudiante - banner,118251,5858,2016-05-12T19:47:13.000,2016-05-12T19:47:13.000
Radicar Solicitud Homologacion,118251,5858,2016-05-12T19:49:41.000,2016-05-12T19:47:16.000
Cancelar Solicitud,118251,5858,2016-05-12T22:25:43.000,2016-05-12T22:12:56.000
Validar solicitud,118251,22475,2016-05-12T22:12:56.000,2016-05-12T22:12:56.000
Notificacion estudiante cancelacion soli,118251,5858,2016-05-16T17:47:54.000,2016-05-16T17:47:54.000
Traer informacion estudiante - banner,118253,23842,2016-05-12T22:31:29.000,2016-05-12T22:31:29.000
Radicar Solicitud Homologacion,118253,23842,2016-05-12T22:40:12.000,2016-05-12T22:31:37.000
Validar solicitud,118253,7320,2016-05-16T13:22:31.000,2016-05-16T13:06:38.000
Homologacion por grupo de cursos,118253,6952,2016-05-18T02:46:25.000,2016-05-18T01:02:25.000
Traer informacion estudiante - banner,118352,11760,2016-05-13T15:16:37.000,2016-05-13T15:16:37.000
Radicar Solicitud Homologacion,118352,11760,2016-05-13T18:42:21.000,2016-05-13T15:16:38.000
Validar solicitud,118352,22475,2016-06-22T11:04:45.000,2016-06-22T11:04:04.000
Homologacion por grupo de cursos,118352,22475,2016-06-22T14:24:19.000,2016-06-22T13:41:00.000
Traer informacion estudiante - banner,118402,9445,2016-05-13T17:04:09.000,2016-05-13T17:04:09.000
Radicar Solicitud Homologacion,118402,9445,2016-05-13T18:28:10.000,2016-05-13T17:04:10.000
Notificacion estudiante cancelacion soli,118402,1,2016-06-09T21:24:20.000,2016-06-09T21:24:20.000
Traer informacion estudiante - banner,118403,22950,2016-05-13T17:21:22.000,2016-05-13T17:21:22.000
Radicar Solicitud Homologacion,118403,22950,2016-05-13T17:49:23.000,2016-05-13T17:21:23.000
Cancelar Solicitud,118403,22950,2016-05-18T23:28:04.000,2016-05-18T23:25:28.000
Notificacion estudiante cancelacion soli,118403,22950,2016-05-19T15:36:09.000,2016-05-19T15:36:09.000
Traer informacion estudiante - banner,118451,3108,2016-05-13T20:54:38.000,2016-05-13T20:54:38.000
Radicar Solicitud Homologacion,118451,3108,2016-05-13T20:55:06.000,2016-05-13T20:54:44.000
Validar solicitud,118451,677,2016-05-13T21:19:57.000,2016-05-13T21:17:24.000
Homologacion por grupo de cursos,118451,3445,2016-05-16T15:54:56.000,2016-05-16T13:50:33.000
Cancelar Solicitud,118901,6844,2016-05-16T10:28:18.000,2016-05-16T10:28:18.000
