CaseId,Activity,enabled_time,StartTime,EndTime,Resource
613,Appraise property,2025-03-13 14:53:59.578386+02:00,2025-03-17 11:40:42.134758+02:00,2025-03-17 12:10:45.383733+02:00,Appraiser_0
525,Applicant completes form,2025-03-13 14:55:29.438436+02:00,2025-03-13 14:55:29.438436+02:00,2025-03-14 14:56:29.438436+02:00,Applicant_14
569,Check credit history,2025-03-13 14:58:26.792939+02:00,2025-03-13 15:35:56.152712+02:00,2025-03-13 16:06:08.366812+02:00,Clerk_8
569,AML Check,2025-03-13 14:58:26.792939+02:00,2025-03-13 14:58:26.792939+02:00,2025-03-13 15:28:27.750501+02:00,AML Investigator_3
569,Appraise property,2025-03-13 14:58:26.792939+02:00,2025-03-17 11:59:47.468150+02:00,2025-03-17 12:32:34.793606+02:00,Appraiser_1
520,Approve Loan Offer,2025-03-13 14:58:36.082401+02:00,2025-03-13 16:14:51.109609+02:00,2025-03-13 16:47:16.052241+02:00,Senior Officer_1
618,Check application form completeness,2025-03-13 15:00:00.646000+02:00,2025-03-13 15:39:21.186178+02:00,2025-03-13 16:10:31.192204+02:00,Clerk_2
552,Approve and send acceptance pack,2025-03-13 15:01:19.497907+02:00,2025-03-13 15:01:19.497907+02:00,2025-03-13 15:34:41.520454+02:00,Loan Officer_5
564,Assess loan risk,2025-03-13 15:01:47.072091+02:00,2025-03-13 15:01:47.072091+02:00,2025-03-13 15:32:03.809269+02:00,Loan Officer_4
502,Consider re-design loan offer,2025-03-13 15:03:21.019448+02:00,2025-03-13 16:18:11.092480+02:00,2025-03-13 16:48:17.447639+02:00,Senior Officer_0
507,Approve and post home insurance quote,2025-03-13 15:03:27.651369+02:00,2025-03-13 15:03:27.651369+02:00,2025-03-13 15:33:50.965742+02:00,Loan Officer_8
523,Reject application,2025-03-13 15:05:42.736689+02:00,2025-03-13 15:40:00.017034+02:00,2025-03-13 16:10:28.380423+02:00,Clerk_7
614,Appraise property,2025-03-13 15:08:59.753263+02:00,2025-03-17 12:10:45.383733+02:00,2025-03-17 12:41:36.983558+02:00,Appraiser_0
614,Check credit history,2025-03-13 15:08:59.753263+02:00,2025-03-13 15:46:37.655304+02:00,2025-03-13 16:20:23.045833+02:00,Clerk_5
614,AML Check,2025-03-13 15:08:59.753263+02:00,2025-03-13 15:08:59.753263+02:00,2025-03-13 15:39:31.719061+02:00,AML Investigator_2
608,Applicant completes form,2025-03-13 15:09:02.593762+02:00,2025-03-13 15:09:02.593762+02:00,2025-03-14 15:10:02.593762+02:00,Applicant_15
565,Assess loan risk,2025-03-13 15:12:28.977023+02:00,2025-03-13 15:12:28.977023+02:00,2025-03-13 15:43:28.171002+02:00,Loan Officer_7
563,Reject application,2025-03-13 15:12:31.989462+02:00,2025-03-13 15:46:56.015283+02:00,2025-03-13 16:18:48.702816+02:00,Clerk_6
555,Prepare home insurance quote,2025-03-13 15:14:27.373599+02:00,2025-03-13 15:56:28.920290+02:00,2025-03-13 16:33:22.144479+02:00,Clerk_4
555,Prepare acceptance pack,2025-03-13 15:14:27.373599+02:00,2025-03-13 15:14:27.373599+02:00,2025-03-13 15:46:33.767862+02:00,Loan Officer_3
619,Check application form completeness,2025-03-13 15:15:00.646000+02:00,2025-03-13 15:57:05.349759+02:00,2025-03-13 16:29:26.163006+02:00,Clerk_1
542,Prepare acceptance pack,2025-03-13 15:15:09.358499+02:00,2025-03-13 15:15:09.358499+02:00,2025-03-13 15:45:46.529520+02:00,Loan Officer_2
542,Prepare home insurance quote,2025-03-13 15:15:09.358499+02:00,2025-03-13 15:58:01.291542+02:00,2025-03-13 16:29:13.094916+02:00,Clerk_0
504,Consider re-design loan offer,2025-03-13 15:15:27.818078+02:00,2025-03-13 16:26:17.409751+02:00,2025-03-13 16:59:47.846812+02:00,Senior Officer_2
552,Approve and post home insurance quote,2025-03-13 15:16:14.149194+02:00,2025-03-13 15:16:14.149194+02:00,2025-03-13 15:46:53.846631+02:00,Loan Officer_0
553,Approve and send acceptance pack,2025-03-13 15:16:19.098326+02:00,2025-03-13 15:16:19.098326+02:00,2025-03-13 15:47:54.924020+02:00,Loan Officer_6
540,Approve and send acceptance pack,2025-03-13 15:20:50.918790+02:00,2025-03-13 15:20:50.918790+02:00,2025-03-13 15:54:40.292662+02:00,Loan Officer_1
557,Prepare home insurance quote,2025-03-13 15:23:28.835238+02:00,2025-03-13 16:00:27.280035+02:00,2025-03-13 16:31:24.091925+02:00,Clerk_3
557,Prepare acceptance pack,2025-03-13 15:23:28.835238+02:00,2025-03-13 15:32:03.809269+02:00,2025-03-13 16:03:58.849566+02:00,Loan Officer_4
615,Return application back to applicant,2025-03-13 15:26:39.764632+02:00,2025-03-13 16:06:08.366812+02:00,2025-03-13 16:36:44.288911+02:00,Clerk_8
616,Appraise property,2025-03-13 15:28:37.713526+02:00,2025-03-17 12:32:34.793606+02:00,2025-03-17 13:04:21.008984+02:00,Appraiser_1
616,AML Check,2025-03-13 15:28:37.713526+02:00,2025-03-13 15:28:37.713526+02:00,2025-03-13 15:59:46.227655+02:00,AML Investigator_0
616,Check credit history,2025-03-13 15:28:37.713526+02:00,2025-03-13 16:10:28.380423+02:00,2025-03-13 16:41:28.856144+02:00,Clerk_7
620,Check application form completeness,2025-03-13 15:30:00.646000+02:00,2025-03-13 16:10:31.192204+02:00,2025-03-13 16:40:50.047084+02:00,Clerk_2
526,Assess loan risk,2025-03-13 15:31:47.297611+02:00,2025-03-13 15:33:50.965742+02:00,2025-03-13 16:04:28.240309+02:00,Loan Officer_8
564,Reject application,2025-03-13 15:32:03.809269+02:00,2025-03-13 16:18:48.702816+02:00,2025-03-13 16:50:13.960629+02:00,Clerk_6
507,Consider re-design loan offer,2025-03-13 15:33:50.965742+02:00,2025-03-13 16:47:16.052241+02:00,2025-03-14 09:20:19.957992+02:00,Senior Officer_1
565,Reject application,2025-03-13 15:43:28.171002+02:00,2025-03-13 16:20:23.045833+02:00,2025-03-13 16:52:44.679588+02:00,Clerk_5
527,Assess loan risk,2025-03-13 15:44:27.486395+02:00,2025-03-13 15:44:27.486395+02:00,2025-03-13 16:15:11.383617+02:00,Loan Officer_5
547,Design loan offer,2025-03-13 15:44:27.552848+02:00,2025-03-13 15:44:27.552848+02:00,2025-03-13 16:14:29.227864+02:00,Loan Officer_7
621,Check application form completeness,2025-03-13 15:45:00.646000+02:00,2025-03-13 16:29:13.094916+02:00,2025-03-14 09:00:19.716939+02:00,Clerk_0
542,Approve and send acceptance pack,2025-03-13 15:45:46.529520+02:00,2025-03-13 15:45:46.529520+02:00,2025-03-13 16:19:58.024813+02:00,Loan Officer_2
555,Approve and send acceptance pack,2025-03-13 15:46:33.767862+02:00,2025-03-13 15:46:33.767862+02:00,2025-03-13 16:18:00.836968+02:00,Loan Officer_3
612,Applicant completes form,2025-03-13 15:46:37.655304+02:00,2025-03-13 15:46:37.655304+02:00,2025-03-14 15:47:37.655304+02:00,Applicant_16
552,Approve application,2025-03-13 15:46:53.846631+02:00,2025-03-13 16:29:26.163006+02:00,2025-03-14 09:02:05.873977+02:00,Clerk_1
537,Design loan offer,2025-03-13 15:47:37.150878+02:00,2025-03-13 15:47:37.150878+02:00,2025-03-13 16:18:25.745826+02:00,Loan Officer_0
538,Check application form completeness,2025-03-13 15:52:14.737708+02:00,2025-03-13 16:31:24.091925+02:00,2025-03-14 09:01:49.961173+02:00,Clerk_3
559,Prepare acceptance pack,2025-03-13 15:55:38.033118+02:00,2025-03-13 15:55:38.033118+02:00,2025-03-13 16:26:04.396467+02:00,Loan Officer_6
559,Prepare home insurance quote,2025-03-13 15:55:38.033118+02:00,2025-03-13 16:33:22.144479+02:00,2025-03-14 09:03:58.252309+02:00,Clerk_4
553,Approve and post home insurance quote,2025-03-13 15:56:28.920290+02:00,2025-03-13 15:56:28.920290+02:00,2025-03-13 16:30:56.582914+02:00,Loan Officer_1
540,Approve and post home insurance quote,2025-03-13 15:57:05.349759+02:00,2025-03-13 16:03:58.849566+02:00,2025-03-13 16:34:56.439011+02:00,Loan Officer_4
617,AML Check,2025-03-13 15:58:01.291542+02:00,2025-03-13 15:58:01.291542+02:00,2025-03-13 16:28:56.261491+02:00,AML Investigator_1
617,Appraise property,2025-03-13 15:58:01.291542+02:00,2025-03-17 12:41:36.983558+02:00,2025-03-17 13:13:24.345660+02:00,Appraiser_0
617,Check credit history,2025-03-13 15:58:01.291542+02:00,2025-03-13 16:36:44.288911+02:00,2025-03-14 09:08:32.231437+02:00,Clerk_8
622,Check application form completeness,2025-03-13 16:00:00.646000+02:00,2025-03-13 16:40:50.047084+02:00,2025-03-14 09:11:53.190184+02:00,Clerk_2
566,Assess loan risk,2025-03-13 16:03:57.976320+02:00,2025-03-13 16:04:28.240309+02:00,2025-03-13 16:37:07.412936+02:00,Loan Officer_8
557,Approve and send acceptance pack,2025-03-13 16:03:58.849566+02:00,2025-03-13 16:14:29.227864+02:00,2025-03-13 16:46:29.216912+02:00,Loan Officer_7
526,Design loan offer,2025-03-13 16:04:28.240309+02:00,2025-03-13 16:15:11.383617+02:00,2025-03-13 16:47:06.741368+02:00,Loan Officer_5
618,Return application back to applicant,2025-03-13 16:10:31.192204+02:00,2025-03-13 16:41:28.856144+02:00,2025-03-14 09:12:06.108777+02:00,Clerk_7
547,Approve Loan Offer,2025-03-13 16:14:29.227864+02:00,2025-03-13 16:48:17.447639+02:00,2025-03-14 09:25:29.933512+02:00,Senior Officer_0
518,Prepare acceptance pack,2025-03-13 16:14:51.109609+02:00,2025-03-13 16:18:00.836968+02:00,2025-03-13 16:49:58.680261+02:00,Loan Officer_3
518,Prepare home insurance quote,2025-03-13 16:14:51.109609+02:00,2025-03-13 16:50:13.960629+02:00,2025-03-14 09:20:14.530899+02:00,Clerk_6
623,Check application form completeness,2025-03-13 16:15:00.646000+02:00,2025-03-13 16:52:44.679588+02:00,2025-03-14 09:23:33.317040+02:00,Clerk_5
527,Reject application,2025-03-13 16:15:11.383617+02:00,2025-03-14 09:00:19.716939+02:00,2025-03-14 09:32:07.547293+02:00,Clerk_0
567,Assess loan risk,2025-03-13 16:15:51.941572+02:00,2025-03-13 16:18:25.745826+02:00,2025-03-13 16:49:09.177871+02:00,Loan Officer_0
544,Design loan offer,2025-03-13 16:18:11.092480+02:00,2025-03-13 16:19:58.024813+02:00,2025-03-13 16:50:00.498079+02:00,Loan Officer_2
537,Approve Loan Offer,2025-03-13 16:18:25.745826+02:00,2025-03-13 16:59:47.846812+02:00,2025-03-14 09:31:26.286773+02:00,Senior Officer_2
559,Approve and send acceptance pack,2025-03-13 16:26:04.396467+02:00,2025-03-13 16:26:04.396467+02:00,2025-03-13 16:56:44.817032+02:00,Loan Officer_6
470,Prepare home insurance quote,2025-03-13 16:26:17.409751+02:00,2025-03-14 09:01:49.961173+02:00,2025-03-14 09:34:23.130775+02:00,Clerk_3
470,Prepare acceptance pack,2025-03-13 16:26:17.409751+02:00,2025-03-13 16:30:56.582914+02:00,2025-03-14 09:04:23.790130+02:00,Loan Officer_1
542,Approve and post home insurance quote,2025-03-13 16:29:13.094916+02:00,2025-03-13 16:34:56.439011+02:00,2025-03-14 09:06:10.587752+02:00,Loan Officer_4
619,AML Check,2025-03-13 16:29:26.163006+02:00,2025-03-13 16:29:26.163006+02:00,2025-03-14 09:01:13.333474+02:00,AML Investigator_3
619,Check credit history,2025-03-13 16:29:26.163006+02:00,2025-03-14 09:02:05.873977+02:00,2025-03-14 09:32:45.724510+02:00,Clerk_1
619,Appraise property,2025-03-13 16:29:26.163006+02:00,2025-03-17 13:04:21.008984+02:00,2025-03-17 13:39:28.520150+02:00,Appraiser_1
624,Check application form completeness,2025-03-13 16:30:00.646000+02:00,2025-03-14 09:03:58.252309+02:00,2025-03-14 09:36:33.775802+02:00,Clerk_4
553,Consider re-design loan offer,2025-03-13 16:30:56.582914+02:00,2025-03-14 09:20:19.957992+02:00,2025-03-14 09:50:24.619622+02:00,Senior Officer_1
557,Approve and post home insurance quote,2025-03-13 16:31:24.091925+02:00,2025-03-13 16:37:07.412936+02:00,2025-03-14 09:08:13.415461+02:00,Loan Officer_8
555,Approve and post home insurance quote,2025-03-13 16:33:22.144479+02:00,2025-03-13 16:46:29.216912+02:00,2025-03-14 09:17:22.163086+02:00,Loan Officer_7
540,Approve application,2025-03-13 16:34:56.439011+02:00,2025-03-14 09:08:32.231437+02:00,2025-03-14 09:40:10.259555+02:00,Clerk_8
530,Assess loan risk,2025-03-13 16:36:03.342923+02:00,2025-03-13 16:47:06.741368+02:00,2025-03-14 09:17:14.063777+02:00,Loan Officer_5
615,Applicant completes form,2025-03-13 16:36:44.288911+02:00,2025-03-13 16:36:44.288911+02:00,2025-03-14 16:37:44.288911+02:00,Applicant_17
566,Design loan offer,2025-03-13 16:37:07.412936+02:00,2025-03-13 16:49:09.177871+02:00,2025-03-14 09:23:23.022541+02:00,Loan Officer_0
620,Check credit history,2025-03-13 16:40:50.047084+02:00,2025-03-14 09:11:53.190184+02:00,2025-03-14 09:42:34.743360+02:00,Clerk_2
620,Appraise property,2025-03-13 16:40:50.047084+02:00,2025-03-17 13:13:24.345660+02:00,2025-03-17 13:44:01.265995+02:00,Appraiser_0
620,AML Check,2025-03-13 16:40:50.047084+02:00,2025-03-13 16:40:50.047084+02:00,2025-03-14 09:11:35.565100+02:00,AML Investigator_2
625,Check application form completeness,2025-03-13 16:45:00.646000+02:00,2025-03-14 09:12:06.108777+02:00,2025-03-14 09:42:51.015212+02:00,Clerk_7
526,Approve Loan Offer,2025-03-13 16:47:06.741368+02:00,2025-03-14 09:25:29.933512+02:00,2025-03-14 09:56:39.338838+02:00,Senior Officer_0
520,Prepare acceptance pack,2025-03-13 16:47:16.052241+02:00,2025-03-13 16:49:58.680261+02:00,2025-03-14 09:22:38.345315+02:00,Loan Officer_3
520,Prepare home insurance quote,2025-03-13 16:47:16.052241+02:00,2025-03-14 09:20:14.530899+02:00,2025-03-14 09:50:42.243604+02:00,Clerk_6
502,Design loan offer,2025-03-13 16:48:17.447639+02:00,2025-03-13 16:50:00.498079+02:00,2025-03-14 09:22:26.453596+02:00,Loan Officer_2
568,Assess loan risk,2025-03-13 16:48:23.172643+02:00,2025-03-13 16:56:44.817032+02:00,2025-03-14 09:27:16.505189+02:00,Loan Officer_6
567,Reject application,2025-03-13 16:49:09.177871+02:00,2025-03-14 09:23:33.317040+02:00,2025-03-14 10:02:43.701799+02:00,Clerk_5
518,Approve and send acceptance pack,2025-03-13 16:49:58.680261+02:00,2025-03-14 09:04:23.790130+02:00,2025-03-14 09:34:37.356873+02:00,Loan Officer_1
544,Approve Loan Offer,2025-03-13 16:50:00.498079+02:00,2025-03-14 09:31:26.286773+02:00,2025-03-14 10:01:58.369669+02:00,Senior Officer_2
504,Cancel application,2025-03-13 16:59:47.846812+02:00,2025-03-14 09:32:07.547293+02:00,2025-03-14 10:04:10.427946+02:00,Clerk_0
626,Check application form completeness,2025-03-13 17:00:00.646000+02:00,2025-03-14 09:32:45.724510+02:00,2025-03-14 10:02:50.701766+02:00,Clerk_1
583,Check application form completeness,2025-03-13 17:00:08.621194+02:00,2025-03-14 09:34:23.130775+02:00,2025-03-14 10:04:56.143492+02:00,Clerk_3
627,Check application form completeness,2025-03-14 09:00:00.646000+02:00,2025-03-14 09:36:33.775802+02:00,2025-03-14 10:07:21.311475+02:00,Clerk_4
621,Appraise property,2025-03-14 09:00:19.716939+02:00,2025-03-17 13:39:28.520150+02:00,2025-03-17 14:11:07.865156+02:00,Appraiser_1
621,AML Check,2025-03-14 09:00:19.716939+02:00,2025-03-14 09:00:19.716939+02:00,2025-03-14 09:31:01.492044+02:00,AML Investigator_0
621,Check credit history,2025-03-14 09:00:19.716939+02:00,2025-03-14 09:40:10.259555+02:00,2025-03-14 10:10:43.543808+02:00,Clerk_8
538,Appraise property,2025-03-14 09:01:49.961173+02:00,2025-03-17 13:44:01.265995+02:00,2025-03-17 14:17:01.760310+02:00,Appraiser_0
538,Check credit history,2025-03-14 09:01:49.961173+02:00,2025-03-14 09:42:34.743360+02:00,2025-03-14 10:15:25.274280+02:00,Clerk_2
538,AML Check,2025-03-14 09:01:49.961173+02:00,2025-03-14 09:01:49.961173+02:00,2025-03-14 09:33:45.557402+02:00,AML Investigator_1
559,Approve and post home insurance quote,2025-03-14 09:03:58.252309+02:00,2025-03-14 09:06:10.587752+02:00,2025-03-14 09:36:22.947456+02:00,Loan Officer_4
470,Approve and send acceptance pack,2025-03-14 09:04:23.790130+02:00,2025-03-14 09:08:13.415461+02:00,2025-03-14 09:39:26.148023+02:00,Loan Officer_8
542,Approve application,2025-03-14 09:06:10.587752+02:00,2025-03-14 09:42:51.015212+02:00,2025-03-14 10:13:04.491381+02:00,Clerk_7
570,Assess loan risk,2025-03-14 09:06:25.393201+02:00,2025-03-14 09:17:14.063777+02:00,2025-03-14 09:48:28.165246+02:00,Loan Officer_5
557,Consider re-design loan offer,2025-03-14 09:08:13.415461+02:00,2025-03-14 09:50:24.619622+02:00,2025-03-14 10:21:56.659056+02:00,Senior Officer_1
622,AML Check,2025-03-14 09:11:53.190184+02:00,2025-03-14 09:11:53.190184+02:00,2025-03-14 09:41:58.841360+02:00,AML Investigator_3
622,Appraise property,2025-03-14 09:11:53.190184+02:00,2025-03-17 14:11:07.865156+02:00,2025-03-17 14:41:42.790625+02:00,Appraiser_1
622,Check credit history,2025-03-14 09:11:53.190184+02:00,2025-03-14 09:50:42.243604+02:00,2025-03-14 10:21:25.695239+02:00,Clerk_6
618,Applicant completes form,2025-03-14 09:12:06.108777+02:00,2025-03-14 09:12:06.108777+02:00,2025-03-15 09:13:06.108777+02:00,Applicant_18
628,Check application form completeness,2025-03-14 09:15:00.646000+02:00,2025-03-14 10:02:43.701799+02:00,2025-03-14 10:34:48.571238+02:00,Clerk_5
530,Reject application,2025-03-14 09:17:14.063777+02:00,2025-03-14 10:02:50.701766+02:00,2025-03-14 10:32:55.249046+02:00,Clerk_1
555,Consider re-design loan offer,2025-03-14 09:17:22.163086+02:00,2025-03-14 09:56:39.338838+02:00,2025-03-14 10:30:40.609858+02:00,Senior Officer_0
571,Assess loan risk,2025-03-14 09:18:28.797505+02:00,2025-03-14 09:18:28.797505+02:00,2025-03-14 09:48:34.128309+02:00,Loan Officer_7
518,Approve and post home insurance quote,2025-03-14 09:20:14.530899+02:00,2025-03-14 09:22:26.453596+02:00,2025-03-14 09:55:30.780107+02:00,Loan Officer_2
507,Cancel application,2025-03-14 09:20:19.957992+02:00,2025-03-14 10:04:10.427946+02:00,2025-03-14 10:35:12.648387+02:00,Clerk_0
502,Approve Loan Offer,2025-03-14 09:22:26.453596+02:00,2025-03-14 10:01:58.369669+02:00,2025-03-14 10:33:47.928997+02:00,Senior Officer_2
520,Approve and send acceptance pack,2025-03-14 09:22:38.345315+02:00,2025-03-14 09:22:38.345315+02:00,2025-03-14 09:56:17.851403+02:00,Loan Officer_3
566,Approve Loan Offer,2025-03-14 09:23:23.022541+02:00,2025-03-14 10:21:56.659056+02:00,2025-03-14 10:53:35.487628+02:00,Senior Officer_1
623,Appraise property,2025-03-14 09:23:33.317040+02:00,2025-03-17 14:17:01.760310+02:00,2025-03-17 14:53:04.275711+02:00,Appraiser_0
623,AML Check,2025-03-14 09:23:33.317040+02:00,2025-03-14 09:23:33.317040+02:00,2025-03-14 09:54:14.222338+02:00,AML Investigator_2
623,Check credit history,2025-03-14 09:23:33.317040+02:00,2025-03-14 10:04:56.143492+02:00,2025-03-14 10:35:39.250260+02:00,Clerk_3
547,Design loan offer,2025-03-14 09:25:29.933512+02:00,2025-03-14 09:25:29.933512+02:00,2025-03-14 09:58:25.119240+02:00,Loan Officer_0
568,Design loan offer,2025-03-14 09:27:16.505189+02:00,2025-03-14 09:27:16.505189+02:00,2025-03-14 09:57:46.194437+02:00,Loan Officer_6
629,Check application form completeness,2025-03-14 09:30:00.646000+02:00,2025-03-14 10:07:21.311475+02:00,2025-03-14 10:39:20.715597+02:00,Clerk_4
537,Prepare acceptance pack,2025-03-14 09:31:26.286773+02:00,2025-03-14 09:34:37.356873+02:00,2025-03-14 10:05:46.993999+02:00,Loan Officer_1
537,Prepare home insurance quote,2025-03-14 09:31:26.286773+02:00,2025-03-14 10:10:43.543808+02:00,2025-03-14 10:40:53.711030+02:00,Clerk_8
470,Approve and post home insurance quote,2025-03-14 09:34:23.130775+02:00,2025-03-14 09:36:22.947456+02:00,2025-03-14 10:08:15.391486+02:00,Loan Officer_4
559,Consider re-design loan offer,2025-03-14 09:36:22.947456+02:00,2025-03-14 10:30:40.609858+02:00,2025-03-14 11:01:34.085320+02:00,Senior Officer_0
624,Appraise property,2025-03-14 09:36:33.775802+02:00,2025-03-17 14:41:42.790625+02:00,2025-03-17 15:12:29.250481+02:00,Appraiser_1
624,Check credit history,2025-03-14 09:36:33.775802+02:00,2025-03-14 10:13:04.491381+02:00,2025-03-14 10:43:31.228143+02:00,Clerk_7
624,AML Check,2025-03-14 09:36:33.775802+02:00,2025-03-14 09:36:33.775802+02:00,2025-03-14 10:07:37.167914+02:00,AML Investigator_0
572,Assess loan risk,2025-03-14 09:38:03.600802+02:00,2025-03-14 09:39:26.148023+02:00,2025-03-14 10:10:35.591419+02:00,Loan Officer_8
625,AML Check,2025-03-14 09:42:51.015212+02:00,2025-03-14 09:42:51.015212+02:00,2025-03-14 10:18:40.958908+02:00,AML Investigator_1
625,Check credit history,2025-03-14 09:42:51.015212+02:00,2025-03-14 10:15:25.274280+02:00,2025-03-14 10:45:39.620535+02:00,Clerk_2
625,Appraise property,2025-03-14 09:42:51.015212+02:00,2025-03-17 14:53:04.275711+02:00,2025-03-17 15:23:16.341342+02:00,Appraiser_0
630,Check application form completeness,2025-03-14 09:45:00.646000+02:00,2025-03-14 10:21:25.695239+02:00,2025-03-14 10:53:57.275502+02:00,Clerk_6
570,Design loan offer,2025-03-14 09:48:28.165246+02:00,2025-03-14 09:48:28.165246+02:00,2025-03-14 10:19:34.025605+02:00,Loan Officer_5
571,Design loan offer,2025-03-14 09:48:34.128309+02:00,2025-03-14 09:48:34.128309+02:00,2025-03-14 10:18:34.689202+02:00,Loan Officer_7
553,Cancel application,2025-03-14 09:50:24.619622+02:00,2025-03-14 10:32:55.249046+02:00,2025-03-14 11:04:48.921324+02:00,Clerk_1
520,Approve and post home insurance quote,2025-03-14 09:50:42.243604+02:00,2025-03-14 09:55:30.780107+02:00,2025-03-14 10:31:12.319809+02:00,Loan Officer_2
573,Assess loan risk,2025-03-14 09:50:47.685900+02:00,2025-03-14 09:56:17.851403+02:00,2025-03-14 10:27:46.505937+02:00,Loan Officer_3
518,Consider re-design loan offer,2025-03-14 09:55:30.780107+02:00,2025-03-14 10:33:47.928997+02:00,2025-03-14 11:05:13.163057+02:00,Senior Officer_2
526,Prepare acceptance pack,2025-03-14 09:56:39.338838+02:00,2025-03-14 09:57:46.194437+02:00,2025-03-14 10:29:29.935794+02:00,Loan Officer_6
526,Prepare home insurance quote,2025-03-14 09:56:39.338838+02:00,2025-03-14 10:34:48.571238+02:00,2025-03-14 11:05:42.147118+02:00,Clerk_5
568,Approve Loan Offer,2025-03-14 09:57:46.194437+02:00,2025-03-14 10:53:35.487628+02:00,2025-03-14 11:25:23.681378+02:00,Senior Officer_1
547,Approve Loan Offer,2025-03-14 09:58:25.119240+02:00,2025-03-14 11:01:34.085320+02:00,2025-03-14 11:38:41.560375+02:00,Senior Officer_0
631,Check application form completeness,2025-03-14 10:00:00.646000+02:00,2025-03-14 10:35:12.648387+02:00,2025-03-14 11:06:04.429948+02:00,Clerk_0
544,Prepare home insurance quote,2025-03-14 10:01:58.369669+02:00,2025-03-14 10:35:39.250260+02:00,2025-03-14 11:06:32.292667+02:00,Clerk_3
544,Prepare acceptance pack,2025-03-14 10:01:58.369669+02:00,2025-03-14 10:01:58.369669+02:00,2025-03-14 10:32:03.655754+02:00,Loan Officer_0
626,AML Check,2025-03-14 10:02:50.701766+02:00,2025-03-14 10:02:50.701766+02:00,2025-03-14 10:33:11.421194+02:00,AML Investigator_3
626,Check credit history,2025-03-14 10:02:50.701766+02:00,2025-03-14 10:39:20.715597+02:00,2025-03-14 11:10:31.589283+02:00,Clerk_4
626,Appraise property,2025-03-14 10:02:50.701766+02:00,2025-03-17 15:12:29.250481+02:00,2025-03-17 15:44:55.253170+02:00,Appraiser_1
583,Check credit history,2025-03-14 10:04:56.143492+02:00,2025-03-14 10:40:53.711030+02:00,2025-03-14 11:14:32.298500+02:00,Clerk_8
583,Appraise property,2025-03-14 10:04:56.143492+02:00,2025-03-17 15:23:16.341342+02:00,2025-03-17 15:54:33.693910+02:00,Appraiser_0
583,AML Check,2025-03-14 10:04:56.143492+02:00,2025-03-14 10:04:56.143492+02:00,2025-03-14 10:34:56.783660+02:00,AML Investigator_2
537,Approve and send acceptance pack,2025-03-14 10:05:46.993999+02:00,2025-03-14 10:05:46.993999+02:00,2025-03-14 10:35:50.719005+02:00,Loan Officer_1
627,Appraise property,2025-03-14 10:07:21.311475+02:00,2025-03-17 15:44:55.253170+02:00,2025-03-17 16:17:35.413556+02:00,Appraiser_1
627,Check credit history,2025-03-14 10:07:21.311475+02:00,2025-03-14 10:43:31.228143+02:00,2025-03-14 11:14:03.229015+02:00,Clerk_7
627,AML Check,2025-03-14 10:07:21.311475+02:00,2025-03-14 10:07:37.167914+02:00,2025-03-14 10:38:18.096541+02:00,AML Investigator_0
470,Approve application,2025-03-14 10:08:15.391486+02:00,2025-03-14 10:45:39.620535+02:00,2025-03-14 11:24:30.879491+02:00,Clerk_2
574,Assess loan risk,2025-03-14 10:10:02.298349+02:00,2025-03-14 10:10:02.298349+02:00,2025-03-14 10:45:08.929827+02:00,Loan Officer_4
572,Design loan offer,2025-03-14 10:10:35.591419+02:00,2025-03-14 10:10:35.591419+02:00,2025-03-14 10:45:35.830756+02:00,Loan Officer_8
632,Check application form completeness,2025-03-14 10:15:00.646000+02:00,2025-03-14 10:53:57.275502+02:00,2025-03-14 11:24:19.562036+02:00,Clerk_6
571,Approve Loan Offer,2025-03-14 10:18:34.689202+02:00,2025-03-14 11:05:13.163057+02:00,2025-03-14 11:38:42.968748+02:00,Senior Officer_2
570,Approve Loan Offer,2025-03-14 10:19:34.025605+02:00,2025-03-14 11:25:23.681378+02:00,2025-03-14 11:55:28.756182+02:00,Senior Officer_1
557,Cancel application,2025-03-14 10:21:56.659056+02:00,2025-03-14 11:04:48.921324+02:00,2025-03-14 11:36:23.109290+02:00,Clerk_1
575,Assess loan risk,2025-03-14 10:26:12.449055+02:00,2025-03-14 10:26:12.449055+02:00,2025-03-14 10:57:27.537053+02:00,Loan Officer_7
573,Reject application,2025-03-14 10:27:46.505937+02:00,2025-03-14 11:05:42.147118+02:00,2025-03-14 11:36:03.085842+02:00,Clerk_5
526,Approve and send acceptance pack,2025-03-14 10:29:29.935794+02:00,2025-03-14 10:29:29.935794+02:00,2025-03-14 11:07:51.348845+02:00,Loan Officer_5
633,Check application form completeness,2025-03-14 10:30:00.646000+02:00,2025-03-14 11:06:04.429948+02:00,2025-03-14 11:37:34.861629+02:00,Clerk_0
555,Design loan offer,2025-03-14 10:30:40.609858+02:00,2025-03-14 10:30:40.609858+02:00,2025-03-14 11:01:06.907056+02:00,Loan Officer_3
520,Consider re-design loan offer,2025-03-14 10:31:12.319809+02:00,2025-03-14 11:38:41.560375+02:00,2025-03-14 12:12:54.466881+02:00,Senior Officer_0
544,Approve and send acceptance pack,2025-03-14 10:32:03.655754+02:00,2025-03-14 10:32:03.655754+02:00,2025-03-14 11:02:14.630909+02:00,Loan Officer_6
502,Prepare home insurance quote,2025-03-14 10:33:47.928997+02:00,2025-03-14 11:06:32.292667+02:00,2025-03-14 11:38:24.326721+02:00,Clerk_3
